Sales Sku,Sales Order Number,Sales Order Date,Fulfillment Order Number,Fulfillment Channel Name,Quantity,Sku,Total Sales,Total Cost,Commission,Inventory Cost,Estimated Shipping Cost,Shipping Cost,,,
A1908,11499803890109048,12/3/20,20003313,O,1,A1908,16.88,30.83,2.53,7.93,20.37,20.37,,,
A1909,11211488746032254,12/3/20,20025851,L,24,A1909,50.51,49.19,7.58,26.11,15.5,15.5,,,
A1910,11284361188428209,12/3/20,20003313,Q,1,A1910,49.99,38.37,7.5,24.5,8.93,6.37,,,
A1911,11300160328966651,12/3/20,20025852,L,12,A1911,71.1,72.5,10.67,52.33,9.5,9.5,,,
A1912,11300143433083446,12/3/20,20025853,L,12,A1912,24.85,24.15,3.73,13.43,6.99,6.99,,,
A1913,11134005838437851,12/3/20,20003313,Q,1,A1913,8.9,11.09,1.07,3.65,8.38,6.37,,,
A1914,11276510525473021,12/3/20,20025854,L,3,A1914,56.97,56.85,8.55,41.31,6.99,6.99,,,
A1915,11180903947670648,12/3/20,20003313,O,1,A1915,11.94,39.21,1.79,28.44,8.98,8.98,,,
A1916,11451313792776234,12/3/20,20003313,Q,1,A1916,19.75,16.9,2.96,6,7.77,7.94,,,
A1917,11499755189866603,12/3/20,20003314,Q,1,A1917,29.04,17.74,4.36,4.4,8.98,8.98,,,
A1918,11453071452178656,12/3/20,20025855,L,2,A1918,32.38,26.58,4.86,14.22,7.5,7.5,,,
A1919,11348672791080268,12/3/20,20025856,L,1,A1919,8.89,8.62,0.71,3.16,4.75,4.75,,,
A1920,11481758397146640,12/3/20,20003314,Q,2,A1920,75.66,59.45,6.06,47.02,8.98,6.37,,,
A1921,11441826747973064,12/3/20,6257-11-,G,1,A1921,139.71,142.51,11.18,119.83,11.5,11.5,,,
A1922,11275651199448262,12/3/20,20025857,L,1,A1922,18.38,11.96,2.76,2.21,6.99,6.99,,,
A1923,11179682722105043,12/3/20,20025860,L,12,A1923,24.85,24.15,3.73,13.43,6.99,6.99,,,
A1924,11225084402121835,12/3/20,20003314,Q,1,A1924,19.75,15.33,2.96,6,8.98,6.37,,,
A1925,11160001315364241,12/3/20,20003315,Q,2,A1925,11.53,14.59,0.92,7.3,9.17,6.37,,,
A1926,11129685961187429,12/3/20,20003315,Q,12,A1926,25.54,127.08,3.83,111.96,8.98,11.29,,,
A1927,11122972276485869,12/3/20,,#N/A,12,A1927,108.92,2975.54,16.34,2959.2,0,0,,,
A1928,11231652504902632,12/3/20,20025861,J,1,A1928,38.19,38.35,5.73,24.48,8.14,8.14,,,
A1929,11446987690436216,12/3/20,20025862,L,3,A1929,66.25,53.95,9.94,36.51,7.5,7.5,,,
A1930,11167239004747449,12/3/20,20003315,Q,1,A1930,19.75,15.33,2.96,6,8.98,6.37,,,
A1931,11426444941469065,12/3/20,20003315,O,1,A1931,10.79,13.18,0.86,2.59,9.73,9.73,,,
A1932,11185547313322644,12/3/20,20025863,I,1,A1932,73.67,76.5,11.05,49.99,10.74,13.46,,,
A1933,11108567665959459,12/3/20,20025865,L,6,A1933,36.93,37.67,5.54,23.38,8.75,8.75,,,
A1934,11451229067965026,12/3/20,20025864,J,1,A1934,141.29,145.47,18.3,118.12,9.05,9.05,,,
A1935,11406514138957817,12/3/20,20025866,L,1,A1935,34.7,31.46,5.21,19.26,6.99,6.99,,,
A1936,11218781900525841,12/3/20,20025867,L,1,A1936,34.7,31.46,5.21,19.26,6.99,6.99,,,
A1937,11354485692545839,12/3/20,20003316,Q,1,A1937,13.87,14.67,2.08,6.22,7.77,6.37,,,
A1938,11498506659475465,12/3/20,20025868,L,6,A1938,25.48,24.89,3.82,13.57,7.5,7.5,,,
A1939,11241176268995429,12/3/20,20003316,Q,1,A1939,19.75,15.33,2.96,6,8.98,6.37,,,
A1940,11376399216330624,12/3/20,20025869,L,6,A1940,37.1,37.12,5.57,24.56,6.99,6.99,,,
A1941,11277411679081030,12/3/20,20025870,L,1,A1941,14.09,14.37,2.11,7.51,4.75,4.75,,,
A1942,11499892599173856,12/3/20,20025871,L,1,A1942,25.04,23.83,3.76,13.08,6.99,6.99,,,
A1943,11308984325065854,12/3/20,20025872,L,12,A1943,24.85,24.15,3.73,13.43,6.99,6.99,,,
A1944,11263941494602627,12/3/20,20025873,L,1,A1944,13.08,12.32,1.96,5.61,4.75,4.75,,,
A1945,11212836854577818,12/3/20,20003317,Q,1,A1945,53.24,48.13,7.99,31.31,8.98,8.83,,,
A1946,11353880818280215,12/3/20,20025874,L,6,A1946,14.25,14.54,1.14,5.41,7.99,7.99,,,
A1947,11397399224556252,12/3/20,20003317,Q,1,A1947,34.96,260.73,5.24,249.12,8.81,6.37,,,
A1948,11402131937363418,12/3/20,20003317,Q,1,A1948,19.75,15.33,2.96,6,7.77,6.37,,,
A1949,11280519123489852,12/3/20,20003317,O,3,A1949,40.77,30.4,6.12,15.3,8.98,8.98,,,
A1950,11158385166379446,12/3/20,20025877,L,4,A1950,53.63,49.66,8.04,27.63,13.99,13.99,,,
A1951,11310864304096241,12/3/20,20025876,L,6,A1951,23.46,22.97,3.52,10.7,8.75,8.75,,,
A1952,11219898362925846,12/3/20,20003317,Q,2,A1952,12.49,17.84,1.87,9.6,8.98,6.37,,,
A1953,11239763786378605,12/3/20,20025878,L,5,A1953,62.45,40.6,9.35,25.5,5.75,5.75,,,
A1954,11261938183427428,12/3/20,20025880,J,1,A1954,76.61,83.66,11.65,63.03,8.98,8.98,,,
A1955,11112808641580202,12/3/20,20025879,C,1,A1955,23.45,23.93,3.52,9.11,11.3,11.3,,,
A1956,11233987633659419,12/3/20,20003318,Q,1,A1956,93.89,66.99,14.08,46.54,8.98,6.37,,,
A1957,11117185699167449,12/3/20,20025882,L,1,A1957,7.75,7.91,0.62,2.54,4.75,4.75,,,
A1958,11315028010250632,12/3/20,20003318,O,1,A1958,16.48,17.99,2.47,6.54,8.98,8.98,,,
A1959,11473305234058611,12/3/20,20025884,L,1,A1959,34.7,31.46,5.21,19.26,6.99,6.99,,,
A1960,11211483272296216,12/3/20,20025883,L,10,A1960,31.85,30.84,4.78,18.07,7.99,7.99,,,
A1961,11369458198601042,12/3/20,20025881,J,4,A1961,528.12,519.08,31.68,463.4,24,24,,,
A1962,11400572248321038,12/3/20,20025885,L,2,A1962,15.5,12.07,1.24,5.08,5.75,5.75,,,
A1963,11297256321700234,12/3/20,20003318,P,1,A1963,16.4,17.75,2.46,6.31,8.98,8.98,,,
A1964,11177730671172266,12/3/20,20025886,L,2,A1964,22.64,19.33,3.4,10.18,5.75,5.75,,,
A1965,11414966707969850,12/3/20,20025887,L,12,A1965,45.87,46.79,6.88,29.92,9.99,9.99,,,
A1966,11266729692127457,12/3/20,20025888,L,1,A1966,9.04,9.2,0.72,3.73,4.75,4.75,,,
A1967,11125935033819461,12/3/20,20025892,L,6,A1967,30.1,29.58,4.52,17.07,7.99,7.99,,,
A1968,11282706274854626,12/3/20,20025889,L,12,A1968,34.01,29.97,5.1,14.88,9.99,9.99,,,
A1969,11317899542559458,12/3/20,20025890,L,10,A1969,33.54,32.66,5.03,18.13,9.5,9.5,,,
A1970,11295894895793843,12/3/20,20025891,L,24,A1970,50.51,49.19,7.58,26.11,15.5,15.5,,,
A1971,11264898136993008,12/3/20,20025893,L,24,A1971,50.51,49.19,7.58,26.11,15.5,15.5,,,
A1972,11437872101590627,12/3/20,20025894,J,1,A1972,102.67,111.72,15.21,86.11,10.4,10.4,,,
A1973,11259768099531451,12/3/20,20003319,Q,1,A1973,7.88,9.6,1.18,2.05,8.98,6.37,,,
A1974,11467494142527447,12/3/20,20003320,Q,1,A1974,36.55,262.54,5.48,249.12,8.98,7.94,,,
A1975,11303238873403427,12/3/20,6401-11-,G,1,A1975,124.04,120.31,17.15,87.41,15.75,15.75,,,
A1976,11409292570346653,12/3/20,20003320,Q,1,A1976,15.36,13.21,2.3,4.54,8.3,6.37,,,
A1977,11401109830562677,12/3/20,20025896,L,12,A1977,44.63,44.53,6.69,29.85,7.99,7.99,,,
A1978,11374226922145818,12/3/20,20025897,L,12,A1978,33.79,31.97,5.07,16.91,9.99,9.99,,,
A1979,11498375222967463,12/3/20,20025898,L,2,A1979,119.6,115.45,17.94,91.76,5.75,5.75,,,
A1980,11109057442406613,12/3/20,20025899,C,1,A1980,74.65,67.68,11.2,48.22,8.26,8.26,,,
A1981,11424781900610640,12/3/20,20025900,L,12,A1981,46.48,45.22,6.97,27.26,10.99,10.99,,,
A1982,11341073170435437,12/3/20,20025901,L,1,A1982,14.75,15.04,2.21,8.08,4.75,4.75,,,
A1983,11215085846131403,12/3/20,20025906,H,1,A1983,20.1,20.51,3.02,11.24,4.75,4.75,,,
A1984,11488497408225818,12/3/20,20025909,D,1,A1984,61.64,96.6,7.4,30.68,58.52,58.52,,,
A1985,11346949164191443,12/3/20,20025908,J,1,A1985,378.94,386.77,31.09,345.68,10,10,,,
A1986,11176010039562609,12/3/20,20025902,L,2,A1986,24.24,19.81,3.64,9.18,6.99,6.99,,,
A1987,11132260073382638,12/3/20,20025903,L,12,A1987,51.19,41.71,7.68,25.28,8.75,8.75,,,
A1988,11189780586691445,12/3/20,20025904,L,40,A1988,223.7,275.3,33.55,101.75,140,140,,,
A1989,11216092329601836,12/3/20,20025905,L,12,A1989,46.48,45.22,6.97,27.26,10.99,10.99,,,
A1990,11414626458950639,12/3/20,20025907,L,6,A1990,25.48,24.89,3.82,13.57,7.5,7.5,,,
A1991,11402304775369869,12/3/20,20025911,J,1,A1991,683.93,661.52,54.71,592.62,14.19,14.19,,,
A1992,11398192065325851,12/3/20,6465-11-,G,1,A1992,124.04,120.08,16.92,87.41,15.75,15.75,,,
A1993,11250926318736233,12/3/20,20025914,L,3,A1993,29.97,30.58,4.5,18.09,7.99,7.99,,,
A1994,11211775911156254,12/3/20,20025912,D,1,A1994,86.62,138.35,12.99,66.84,58.52,58.52,,,
A1995,11238934536929800,12/3/20,20025915,L,1,A1995,16.79,14.4,2.52,7.13,4.75,4.75,,,
A1996,11204127895898620,12/3/20,20025916,L,2,A1996,22.04,17.73,3.3,9.68,4.75,4.75,,,
A1997,11270543541937035,12/3/20,20003322,Q,1,A1997,19.75,16.73,2.96,6,7.77,7.77,,,
A1998,11105080808400240,12/3/20,20025913,J,1,A1998,378.94,386,30.32,345.68,10,10,,,
A1999,11156220769664249,12/3/20,20025917,L,6,A1999,24.78,24.28,3.72,13.57,6.99,6.99,,,
A2000,11325795425590601,12/3/20,20003322,Q,1,A2000,13.62,12.08,2.04,3.67,8.98,6.37,,,
A2001,11166491267941865,12/3/20,20025922,J,4,A2001,5422.16,5391.14,433.76,4948,9.38,9.38,,,
A2002,11416935045991403,12/3/20,20025923,J,1,A2002,682.37,661.4,54.59,592.62,14.19,14.19,,,
A2003,11202925636889064,12/3/20,6590-11-,G,1,A2003,123.08,120.01,16.85,87.41,15.75,15.75,,,
A2004,11259818905810650,12/3/20,20025918,L,12,A2004,39.68,37.12,5.95,23.67,7.5,7.5,,,
A2005,11455592479694664,12/3/20,20025919,C,1,A2005,27.25,27.81,4.09,12.42,11.3,11.3,,,
A2006,11332687236600210,12/3/20,20025920,L,12,A2006,48.92,39.02,7.34,21.69,9.99,9.99,,,
A2007,11298652169740233,12/3/20,20025921,L,4,A2007,30.73,29.9,4.61,11.3,13.99,13.99,,,
A2008,11390085425686662,12/3/20,20003323,Q,1,A2008,19.75,17.94,2.96,6,8.98,8.98,,,
A2009,11140369074147454,12/3/20,20025931,L,24,A2009,115.8,89.83,17.36,62.48,9.99,9.99,,,
A2010,11108958712524201,12/3/20,6591-11-,G,2,A2010,161.42,114.46,24.57,75.9,13.99,13.99,,,
A2011,11466179977585000,12/3/20,20025957,L,1,A2011,14.37,14.54,2.16,7.63,4.75,4.75,,,
A2012,11143811499386659,12/3/20,20025926,D,1,A2012,185.59,228.37,21.85,148,58.52,58.52,,,
A2013,11422331501746621,12/3/20,20025933,L,12,A2013,34.16,34,5.12,21.38,7.5,7.5,,,
A2014,11481336616506668,12/3/20,20025932,L,1,A2014,20.09,20.49,3.01,11.73,5.75,5.75,,,
A2015,11176878126095409,12/3/20,20025934,L,6,A2015,24.71,24.62,3.71,12.92,7.99,7.99,,,
A2016,11223694345000205,12/3/20,20025935,L,12,A2016,31.41,28.77,4.71,14.07,9.99,9.99,,,
A2017,11431340905601010,12/3/20,20025936,L,3,A2017,23.36,22.02,3.5,13.77,4.75,4.75,,,
A2018,11426520816062643,12/3/20,20003323,P,1,A2018,55,40.92,8.25,23.69,8.98,8.98,,,
A2019,11346256029587413,12/3/20,20025928,J,1,A2019,534.43,527.7,43.83,473.86,10.01,10.01,,,
A2020,11281212350300210,12/3/20,20025929,J,1,A2020,189.9,200.6,22.19,166.36,12.05,12.05,,,
A2021,11482069484466606,12/3/20,20025937,L,12,A2021,24.85,24.15,3.73,13.43,6.99,6.99,,,
A2022,11255307951307469,12/3/20,20003325,Q,1,A2022,13.49,12.46,2.02,4.07,8.98,6.37,,,
A2023,11220093007866632,12/3/20,20025938,L,12,A2023,36.77,36.65,5.52,22.38,8.75,8.75,,,
A2024,11291847160295435,12/3/20,20003324,Q,1,A2024,72.07,71.41,10.96,49.99,9.17,10.46,,,
A2025,11309523880548231,12/3/20,20025939,L,1,A2025,7.75,7.91,0.62,2.54,4.75,4.75,,,
A2026,11347556100283442,12/3/20,20003325,N,2,A2026,13.12,3.79,1.05,2.74,0,0,,,
A2027,11219983609481056,12/3/20,20003324,N,1,A2027,55,31.94,8.25,23.69,0,0,,,
A2028,11485340891121858,12/3/20,20025941,L,3,A2028,33.73,29.07,5.06,19.26,4.75,4.75,,,
A2029,11450301175896221,12/3/20,20025943,L,12,A2029,84.3,79.24,12.64,57.1,9.5,9.5,,,
A2030,11201784752366604,12/3/20,20003326,Q,2,A2030,19.16,17.5,2.87,8.26,8.51,6.37,,,
A2031,11396955764957819,12/3/20,20025944,L,1,A2031,14.34,14.24,2.15,5.1,6.99,6.99,,,
A2032,11151425880825810,12/3/20,20025942,L,8,A2032,22.87,20.34,3.43,11.16,5.75,5.75,,,
A2033,11289187281357835,12/3/20,6592-11-,G,1,A2033,280.58,269.89,16.83,239.07,13.99,13.99,,,
A2034,11138304298983419,12/3/20,20025945,L,6,A2034,32.68,32.58,4.9,19.69,7.99,7.99,,,
A2035,11125641798265843,12/3/20,20025946,L,1,A2035,17.39,17.5,2.61,9.14,5.75,5.75,,,
A2036,11355575299565014,12/3/20,20025927,J,2,A2036,264.06,259.59,15.84,231.7,12.05,12.05,,,
A2037,11143351322353801,12/3/20,20025947,L,8,A2037,24.11,24.44,3.62,13.32,7.5,7.5,,,
A2038,11477934823138617,12/3/20,20025948,L,4,A2038,53.63,49.66,8.04,27.63,13.99,13.99,,,
A2039,11331872404408237,12/3/20,20003325,N,1,A2039,17.56,8.08,2.63,5.45,0,0,,,
A2040,11140423841979432,12/3/20,20025951,L,12,A2040,24.85,24.15,3.73,13.43,6.99,6.99,,,
A2041,11411300517334620,12/3/20,20025949,L,1,A2041,13.76,14.04,1.1,5.44,7.5,7.5,,,
A2042,11270867230473059,12/3/20,20025950,L,12,A2042,29.5,29.71,4.43,18.29,6.99,6.99,,,
A2043,11208748435769868,12/3/20,20003327,Q,1,A2043,11.85,51.18,0.95,43.86,8.14,6.37,,,
A2044,11436222680389067,12/3/20,20003326,Q,8,A2044,198,121.51,23.76,82,17.08,15.75,,,
A2045,11477773292668251,12/3/20,20025952,L,3,A2045,23.34,22.02,3.5,13.77,4.75,4.75,,,
A2046,11246408244781052,12/3/20,20025953,L,6,A2046,34.09,26.77,5.11,11.67,9.99,9.99,,,
A2047,11432226316144214,12/3/20,20003325,N,1,A2047,17.56,8.12,2.67,5.45,0,0,,,
A2048,11265053883897002,12/3/20,20003327,Q,1,A2048,13.49,12.46,2.02,4.07,8.98,6.37,,,
A2049,11146528145760258,12/3/20,20025940,J,1,A2049,54.87,55.61,8.23,38.83,8.55,8.55,,,
A2050,11248386614839434,12/3/20,20025954,L,2,A2050,16.53,16.39,1.98,8.66,5.75,5.75,,,
A2051,11407229155319459,12/3/20,6909-11-,G,1,A2051,102.5,104.55,8.2,80.6,15.75,15.75,,,
A2052,11461983021329800,12/3/20,20003328,Q,1,A2052,12.14,10.65,0.97,3.31,8.98,6.37,,,
A2053,11103622522826674,12/3/20,20025955,L,4,A2053,30.92,27.55,4.64,15.92,6.99,6.99,,,
A2054,11454067663005834,12/3/20,20025956,L,12,A2054,36.77,36.65,5.52,22.38,8.75,8.75,,,
A2055,11442115012057047,12/3/20,20003326,Q,4,A2055,11.7,53.04,0.94,44.16,8.98,7.94,,,
A2056,11385154538869030,12/3/20,20003328,P,1,A2056,13.6,15.78,2.04,4.76,8.98,8.98,,,
A2057,11210720811809037,12/3/20,20025959,H,1,A2057,21.08,20.65,3.16,11.24,4.75,4.75,,,
A2058,11362701549573844,12/3/20,20003328,Q,1,A2058,18,17.01,2.7,6.54,7.77,7.77,,,
A2059,11489421693569048,12/3/20,20025958,L,4,A2059,38.71,30.84,5.81,16.28,8.75,8.75,,,
A2060,11232930283879456,12/3/20,20025960,L,6,A2060,37.65,33.15,5.65,19.51,7.99,7.99,,,
A2061,11344100668319416,12/3/20,20025965,J,1,A2061,284.32,288.21,22.75,256.57,8.89,8.89,,,
A2062,11462644386994645,12/3/20,20025962,L,3,A2062,56.97,56.85,8.55,41.31,6.99,6.99,,,
A2063,11344255583939448,12/3/20,20025963,L,6,A2063,48.82,48.25,7.32,31.43,9.5,9.5,,,
A2064,11194804032321047,12/3/20,20025961,L,12,A2064,112.98,101.96,16.94,66.52,18.5,18.5,,,
A2065,11444284866668248,12/3/20,20025967,L,6,A2065,25.48,24.89,3.82,13.57,7.5,7.5,,,
A2066,11238984702880214,12/3/20,20025966,I,1,A2066,200.07,201.82,16.01,160.21,23.86,23.6,,,
A2067,11339378413646622,12/3/20,20003329,O,1,A2067,8.74,12.9,0.7,3.22,8.98,8.98,,,
A2068,11251513054361033,12/3/20,20025968,L,24,A2068,29.57,30.17,4.44,18.23,7.5,7.5,,,
A2069,11306327412391402,12/3/20,20003329,Q,6,A2069,32.24,30.65,4.84,19.44,8.51,6.37,,,
A2070,11423320905354665,12/3/20,20025969,L,24,A2070,75.69,73.35,11.35,52.5,9.5,9.5,,,
A2071,11433566123653035,12/3/20,20025970,L,12,A2071,26.45,26.58,3.17,15.91,7.5,7.5,,,
A2072,11453071782148250,12/3/20,20003330,N,60,A2072,166.75,107.2,25,82.2,0,0,,,
A2073,11251040048048258,12/3/20,20003330,O,2,A2073,32.12,33.23,3.93,20.32,8.98,8.98,,,
A2074,11417021220499458,12/3/20,20025971,L,2,A2074,10.53,10.69,0.84,2.86,6.99,6.99,,,
A2075,11498423868765045,12/3/20,20025976,D,1,A2075,34.53,84.89,5.18,21.19,58.52,58.52,,,
A2076,11467350553262618,12/3/20,20025972,L,6,A2076,109.22,96.49,16.38,65.12,14.99,14.99,,,
A2077,11184462525135403,12/3/20,20025973,L,3,A2077,66.25,53.95,9.94,36.51,7.5,7.5,,,
A2078,11329195987384220,12/3/20,20003331,O,2,A2078,49.98,40.66,7.5,24.18,8.98,8.98,,,
A2079,11396678833313035,12/3/20,20025974,C,1,A2079,40.8,41.62,6.12,21.02,14.48,14.48,,,
A2080,11340248346574612,12/3/20,20025977,J,1,A2080,28.98,30.88,4.35,18.2,8.33,8.33,,,
A2081,11152466143858609,12/3/20,20025975,L,12,A2081,24.85,24.15,3.73,13.43,6.99,6.99,,,
A2082,11172270908567459,12/3/20,20025980,L,12,A2082,24.85,24.15,3.73,13.43,6.99,6.99,,,
A2083,11256013106741067,12/3/20,20003331,P,1,A2083,16.54,17.77,2.48,6.31,8.98,8.98,,,
A2084,11307337420993865,12/3/20,20025981,L,24,A2084,50.51,49.19,7.58,26.11,15.5,15.5,,,
A2085,11127224117137016,12/3/20,20025979,J,1,A2085,2722.97,2750.21,224.84,2506.48,18.89,18.89,,,
A2086,11138929618765047,12/3/20,20003331,Q,1,A2086,11.11,12.01,0.89,3.97,8.98,7.15,,,
A2087,11319268288806651,12/3/20,7028-11-,G,1,A2087,139.71,142.51,11.18,119.83,11.5,11.5,,,
A2088,11342960648758644,12/3/20,20025982,L,6,A2088,26.51,26.78,3.98,15.3,7.5,7.5,,,
A2089,11395970243538648,12/3/20,20003331,Q,1,A2089,71.35,74.87,10.84,57.66,8.98,6.37,,,
A2090,11470374630175409,12/3/20,20025984,L,6,A2090,61.01,47.31,9.15,27.17,10.99,10.99,,,
A2091,11465228886370662,12/3/20,20025983,L,2,A2091,93.2,89.17,13.98,68.2,6.99,6.99,,,
A2092,11322595009636236,12/3/20,20003332,Q,12,A2092,36.48,41.58,5.47,29.28,9.73,6.83,,,
A2093,11301278773381847,12/3/20,20025986,L,1,A2093,17.27,17.33,2.59,9.99,4.75,4.75,,,
A2094,11411423375826663,12/3/20,20025985,L,6,A2094,21.53,20.91,3.23,9.69,7.99,7.99,,,
A2095,11428601002761053,12/3/20,20025990,J,1,A2095,144.95,164.1,18.6,134.49,11.01,11.01,,,
A2096,11469241385105048,12/3/20,7029-11-,G,1,A2096,280.58,269.89,16.83,239.07,13.99,13.99,,,
A2097,11201984668305036,12/3/20,20025987,L,1,A2097,14.23,14.51,2.13,7.63,4.75,4.75,,,
A2098,11273177566462637,12/3/20,20025988,L,3,A2098,44.25,37.86,6.63,24.24,6.99,6.99,,,
A2099,11145587274707426,12/3/20,20025989,L,1,A2099,14.98,14.34,2.25,5.1,6.99,6.99,,,
A2100,11487125929465041,12/3/20,20025997,L,12,A2100,36.09,31.35,5.41,17.19,8.75,8.75,,,
A2101,11226018285818611,12/3/20,20025992,J,1,A2101,53.97,56.25,8.1,39.28,8.87,8.87,,,
A2102,11465875267944224,12/3/20,20025998,L,1,A2102,58.2,59.36,8.73,45.88,4.75,4.75,,,
A2103,11129729334371413,12/3/20,20003333,Q,1,A2103,10.58,11.4,0.85,2.61,8.51,7.94,,,
A2104,11351424755321052,12/3/20,7030-11-,G,3,A2104,835.95,834.22,66.87,755.85,11.5,11.5,,,
A2105,11270493761340235,12/3/20,20026000,L,12,A2105,28.99,28.25,4.35,15.91,7.99,7.99,,,
A2106,11390009810229823,12/3/20,20003334,O,1,A2106,17.17,19.22,2.58,7.66,8.98,8.98,,,
A2107,11118756861755450,12/3/20,20003676,O,1,A2107,6.99,11.1,1.05,1.07,8.98,8.98,,,
A2108,11352675671769808,12/3/20,20025999,L,2,A2108,27.45,26.97,4.12,18.1,4.75,4.75,,,
A2109,11338406563882649,12/3/20,20025994,J,1,A2109,76.91,83.2,11.54,61.66,10,10,,,
A2110,11340990861980218,12/3/20,20025995,J,3,A2110,3083.25,3040.29,185.01,2843.37,11.91,11.91,,,
A2111,11244024321646648,12/3/20,20003333,P,2,A2111,43.62,28.91,6.54,10.68,11.69,11.69,,,
A2112,11289415780764250,12/3/20,20026001,L,6,A2112,21.45,20.92,2.57,10.85,7.5,7.5,,,
A2113,11419334323618659,12/3/20,7031-11-,G,1,A2113,278.65,283.23,22.29,251.95,8.99,8.99,,,
A2114,11289508018309833,12/3/20,20003334,Q,1,A2114,17.71,10.59,2.66,1.56,8.3,6.37,,,
A2115,11201110631633036,12/3/20,20026002,L,12,A2115,39.57,40.37,5.94,25.68,8.75,8.75,,,
A2116,11177244661755432,12/3/20,20026003,L,8,A2116,71.44,60.91,10.72,43.2,6.99,6.99,,,
A2117,11432480211025024,12/3/20,20026007,I,1,A2117,21.26,21.49,3.19,11.99,4.52,4.31,,,
A2118,11161149980612244,12/3/20,20026004,L,12,A2118,58.5,56.51,8.78,37.74,9.99,9.99,,,
A2119,11204706114258646,12/3/20,20026005,L,6,A2119,48.82,48.25,7.32,31.43,9.5,9.5,,,
A2120,11435870319717049,12/3/20,20003335,Q,2,A2120,41.38,29.73,6.2,15.86,10.08,7.67,,,
A2121,11112523334600209,12/3/20,20003334,Q,6,A2121,19.43,21.3,2.91,7.8,8.98,10.59,,,
A2122,11298018170037003,12/3/20,20003334,O,2,A2122,23.14,20.2,1.86,8.88,9.46,9.46,,,
A2123,11362644245369868,12/3/20,20003335,Q,1,A2123,15.59,13.57,2.34,4.86,7.77,6.37,,,
A2124,11321602272309862,12/3/20,20026006,L,12,A2124,48.93,48.1,7.34,30.77,9.99,9.99,,,
A2125,11301094265753833,12/3/20,20026011,L,6,A2125,23.63,24.1,3.54,13.57,6.99,6.99,,,
A2126,11261783546675407,12/3/20,20003336,P,1,A2126,14.57,18.01,2.19,6.84,8.98,8.98,,,
A2127,11213916488485059,12/3/20,20027160,L,2,A2127,23.04,19.35,3.46,10.14,5.75,5.75,,,
A2128,11411670621889021,12/3/20,20003335,O,1,A2128,14.7,15.41,2.21,4.22,8.98,8.98,,,
A2129,11241868606849807,12/3/20,7144-11-,G,1,A2129,283.98,276.98,17.04,245.95,13.99,13.99,,,
A2130,11333383216320200,12/3/20,20026013,C,1,A2130,76.9,67.59,11.54,48,8.05,8.05,,,
A2131,11159217713977069,12/3/20,20003337,Q,2,A2131,54.28,45.83,4.34,35.12,8.98,6.37,,,
A2132,11428903836593820,12/3/20,20026012,L,12,A2132,44.3,43.81,6.65,29.17,7.99,7.99,,,
A2133,11174243202731448,12/3/20,20026014,L,6,A2133,44.1,42.67,6.62,28.55,7.5,7.5,,,
A2134,11277284299777002,12/3/20,20003337,Q,1,A2134,29.39,20.98,4.41,10.2,7.77,6.37,,,
A2135,11202077842653052,12/3/20,20026015,L,1,A2135,8.89,8.62,0.71,3.16,4.75,4.75,,,
A2136,11234500012069039,12/3/20,20026017,L,6,A2136,33.17,32.34,4.98,20.37,6.99,6.99,,,
A2137,11235542083231428,12/3/20,20003336,Q,1,A2137,12.94,13.17,1.94,4.86,8.38,6.37,,,
A2138,11328881982306664,12/3/20,20003337,O,1,A2138,14.72,16.06,2.21,4.39,9.46,9.46,,,
A2139,11391998002053000,12/3/20,20026029,D,1,A2139,15.62,65.93,2.34,5.07,58.52,58.52,,,
A2140,11486715274875444,12/3/20,20026016,L,3,A2140,56.97,56.85,8.55,41.31,6.99,6.99,,,
A2141,11404070395221813,12/3/20,20003336,Q,1,A2141,98,94.38,14.7,73,8.98,6.68,,,
A2142,11263914127385840,12/3/20,20026018,L,6,A2142,25.48,24.89,3.82,13.57,7.5,7.5,,,
A2143,11137497253941818,12/3/20,20026030,J,1,A2143,73.08,74.61,10.96,54.76,8.89,8.89,,,
A2144,11284930425724202,12/3/20,20026020,L,4,A2144,66.48,53.63,9.96,36.68,6.99,6.99,,,
A2145,11454538569815419,12/3/20,20026031,D,1,A2145,25.8,75.6,3.87,13.21,58.52,58.52,,,
A2146,11111767554480225,12/3/20,20026022,L,12,A2146,34.01,29.97,5.1,14.88,9.99,9.99,,,
A2147,11249903579465833,12/3/20,20026023,L,12,A2147,36.76,36.63,5.51,22.37,8.75,8.75,,,
A2148,11232990173645013,12/3/20,20026024,C,1,A2148,37.8,37.96,5.67,20.99,11.3,11.3,,,
A2149,11303016054027479,12/3/20,20003338,O,1,A2149,20.81,19.75,3.12,7.17,9.46,9.46,,,
A2150,11490533645403455,12/3/20,20026032,I,1,A2150,13.26,13.49,1.99,6.49,3.16,3.01,,,
A2151,11417818365691401,12/3/20,20026025,L,6,A2151,44.37,39.74,6.66,23.09,9.99,9.99,,,
A2152,11400181715997037,12/3/20,20026027,L,1,A2152,28.98,24.38,4.35,15.28,4.75,4.75,,,
A2153,11266405140456226,12/3/20,20026026,L,24,A2153,50.51,49.19,7.58,26.11,15.5,15.5,,,
A2154,11318610288521009,12/3/20,20026028,L,1,A2154,36.18,32.94,5.43,20.52,6.99,6.99,,,
A2155,11209577897719453,12/3/20,20026034,L,2,A2155,10.53,10.69,0.84,2.86,6.99,6.99,,,
