Sales Sku,Sales Order Number,Sales Order Date,Fulfillment Order Number,Fulfillment Channel Name,Quantity,Sku,Total Sales,Total Cost,Commission,Inventory Cost,Estimated Shipping Cost,Shipping Cost,,,
A2294,11387647322597025,1/3/21,21005792,Q,6,A2294,21.14,37.09,3.17,27.54,8.98,6.38,,,
A2295,11493353317653837,1/3/21,21005792,O,1,A2295,7.39,12.98,1.11,2.89,8.98,8.98,,,
A2296,11454771810222625,1/3/21,21037116,L,1,A2296,15.41,16.72,2.31,8.66,5.75,5.75,,,
A2297,11498497047762655,1/3/21,21005792,Q,2,A2297,27.36,19.69,4.1,7.36,8.98,8.23,,,
A2298,11349640713488238,1/3/21,21005793,Q,1,A2298,34.98,28.72,5.25,17.09,8.81,6.38,,,
A2299,11114474000186615,1/3/21,21005793,Q,2,A2299,27.36,18.3,4.1,7.36,8.98,6.84,,,
A2300,11330728344460238,1/3/21,21037118,L,12,A2300,50.77,44.74,7.62,27.13,9.99,9.99,,,
A2301,11142882930188219,1/3/21,21037117,L,12,A2301,34.92,33.23,5.24,18,9.99,9.99,,,
A2302,11476280261403425,1/3/21,21005793,Q,1,A2302,34.98,30.57,5.25,17.09,8.81,8.23,,,
A2303,11276352616912208,1/3/21,21005793,Q,1,A2303,15.18,14.36,2.28,5.7,8.98,6.38,,,
A2304,11202792785055465,1/3/21,21037119,E,1,A2304,97.01,99.18,14.55,72.14,12.49,12.49,,,
A2305,11332900653147450,1/3/21,21005793,O,1,A2305,10.34,13.98,1.55,3.45,8.98,8.98,,,
A2306,11145861947664262,1/3/21,21005794,Q,1,A2306,67.68,50.59,10.15,33.87,8.98,6.57,,,
A2307,11389753305170635,1/3/21,21005794,Q,1,A2307,34.98,29.98,5.25,17.09,8.98,7.64,,,
A2308,11460060294198634,1/3/21,21037120,J,1,A2308,257.34,260.83,15.44,232.75,12.64,12.64,,,
A2309,11418343946676226,1/3/21,21005794,O,1,A2309,11.5,14.34,0.92,4.44,8.98,8.98,,,
A2310,11265598414803411,1/3/21,21005794,Q,1,A2310,25.79,442.01,3.87,431.76,8.98,6.38,,,
A2311,11257453471730622,1/3/21,21005794,Q,1,A2311,16.98,14.71,2.55,2.89,10.08,9.27,,,
A2312,11362636159138635,1/3/21,21005794,P,1,A2312,16.61,15.83,2.49,4.36,8.98,8.98,,,
A2313,11399672532004201,1/3/21,21037122,L,6,A2313,63.84,60.47,9.58,38.9,11.99,11.99,,,
A2314,11192896315590609,1/3/21,21005794,Q,1,A2314,34.98,28.72,5.25,17.09,8.81,6.38,,,
A2315,11274889285669002,1/3/21,21005794,Q,1,A2315,12.97,13.42,1.04,3.11,8.98,9.27,,,
A2316,11181479764973061,1/3/21,21005795,Q,1,A2316,34.98,28.72,5.25,17.09,8.3,6.38,,,
A2317,11212268191397815,1/3/21,21037121,L,1,A2317,20.72,21.14,3.11,11.04,6.99,6.99,,,
A2318,11187425537701063,1/3/21,21005795,Q,2,A2318,27.38,29.17,4.11,18.68,8.81,6.38,,,
A2319,11203025023523439,1/3/21,21005794,O,1,A2319,25.25,24.52,3.79,11.75,8.98,8.98,,,
A2320,11236417806396205,1/3/21,21005795,Q,1,A2320,10.42,12.67,0.83,2.57,8.98,9.27,,,
A2321,11231133177033809,1/3/21,21005795,Q,12,A2321,33.86,68.47,5.08,19.65,12.57,43.74,,,
A2322,11122280183404264,1/3/21,21005795,Q,2,A2322,69.96,51.06,10.5,34.18,8.51,6.38,,,
A2323,11490300874874638,1/3/21,21037123,L,1,A2323,37.22,37.89,5.58,25.32,6.99,6.99,,,
A2324,11424687924756235,1/3/21,21037125,L,12,A2324,39.66,39.84,5.95,24.39,9.5,9.5,,,
A2325,11352616863826638,1/3/21,21005795,Q,1,A2325,34.98,30.61,5.25,17.09,8.98,8.27,,,
A2326,11176057670359434,1/3/21,21005795,Q,12,A2326,33.86,72,5.08,19.65,14.77,47.27,,,
A2327,11169762226033835,1/3/21,21005796,O,4,A2327,42.92,28.58,6.44,13.16,8.98,8.98,,,
A2328,11356916545969009,1/3/21,21005796,Q,1,A2328,34.98,28.72,5.25,17.09,8.81,6.38,,,
A2329,11306226611125865,1/3/21,21005796,Q,12,A2329,10.58,39.07,0.85,27.81,8.98,10.41,,,
A2330,11496579177419463,1/3/21,21005796,Q,1,A2330,15.18,14.36,2.28,5.7,8.98,6.38,,,
A2331,11465864374912211,1/3/21,21005796,Q,12,A2331,25.05,24.29,3.76,13.43,8.98,7.1,,,
A2332,11391018742817067,1/3/21,21005796,Q,1,A2332,6.27,8.64,0.94,1.32,8.98,6.38,,,
A2333,11140491236249803,1/3/21,21037124,L,3,A2333,40.74,32.18,6.12,17.31,8.75,8.75,,,
A2334,11494424890889827,1/3/21,21005797,Q,1,A2334,36.96,29.32,5.54,17.09,8.98,6.69,,,
A2335,11276642778952200,1/3/21,21005796,Q,8,A2335,30.58,47.85,4.59,31.36,8.98,11.9,,,
A2336,11411478113012265,1/3/21,21005796,Q,1,A2336,34.98,28.72,5.25,17.09,8.3,6.38,,,
A2337,11242588865410605,1/3/21,21037128,L,6,A2337,30.98,28.61,4.65,16.97,6.99,6.99,,,
A2338,11366254131944260,1/3/21,21005797,Q,1,A2338,10.77,28.98,0.86,2.57,10.35,25.55,,,
A2339,11475284040177060,1/3/21,21037130,L,12,A2339,46.54,44.93,6.98,27.96,9.99,9.99,,,
A2340,11291376367833840,1/3/21,21037129,L,1,A2340,13.58,14.8,2.04,5.77,6.99,6.99,,,
A2341,11206181954523407,1/3/21,21037131,L,1,A2341,22.97,23.44,3.45,15.24,4.75,4.75,,,
A2342,11485033510012206,1/3/21,21005797,Q,1,A2342,108.11,137.47,16.22,109.06,12.47,12.19,,,
A2343,11346974565658662,1/3/21,21037126,I,1,A2343,276.27,280.65,29.1,229.99,20.14,19.56,,,
A2344,11383189652949016,1/3/21,21037127,I,1,A2344,37.26,38.41,5.67,18.99,9.8,11.75,,,
A2345,11199810554205004,1/3/21,21005797,P,1,A2345,13.7,16.72,2.06,5.68,8.98,8.98,,,
A2346,11445172226593835,1/3/21,21005798,O,1,A2346,11.5,14.34,0.92,4.44,8.98,8.98,,,
A2347,11292034547090613,1/3/21,21005797,Q,1,A2347,31.97,253.03,4.8,240,8.98,8.23,,,
A2348,11317452721669012,1/3/21,21037133,L,6,A2348,27.26,26.63,4.09,12.55,9.99,9.99,,,
A2349,11176364971963401,1/3/21,21037134,L,6,A2349,31.61,29.34,4.74,14.61,9.99,9.99,,,
A2350,11373189211865040,1/3/21,21005798,Q,1,A2350,34.98,28.72,5.25,17.09,8.81,6.38,,,
A2351,11220304776953066,1/3/21,21037135,C,1,A2351,134.96,119.39,20.24,90.42,8.73,8.73,,,
A2352,11231967356759408,1/3/21,21037136,L,8,A2352,32.64,32.64,4.9,18.99,8.75,8.75,,,
A2353,11293132826002606,1/3/21,21037132,L,1,A2353,13.58,14.8,2.04,5.77,6.99,6.99,,,
A2354,11172299797433054,1/3/21,21005800,Q,1,A2354,36.96,30.35,5.62,17.09,8.98,7.64,,,
A2355,11115135748142638,1/3/21,21037137,L,1,A2355,37.22,37.89,5.58,25.32,6.99,6.99,,,
A2356,11144004518029053,1/3/21,21005799,Q,6,A2356,45.24,30,3.6,19.56,8.51,6.84,,,
A2357,11145718496724229,1/3/21,21005799,P,6,A2357,39.42,26.86,4.74,13.14,8.98,8.98,,,
A2358,11464420775717822,1/3/21,21005800,Q,1,A2358,16.79,12.08,2.52,3.18,8.98,6.38,,,
A2359,11194923356046669,1/3/21,21005798,Q,2,A2359,14.98,12.86,1.2,3.7,8.93,7.96,,,
A2360,11149267612409009,1/3/21,21037138,L,1,A2360,13.58,14.8,2.04,5.77,6.99,6.99,,,
A2361,11394101685099468,1/3/21,21005799,Q,1,A2361,34.98,28.72,5.25,17.09,8.51,6.38,,,
A2362,11403977478462624,1/3/21,21037139,L,1,A2362,21.9,22.35,3.29,12.07,6.99,6.99,,,
A2363,11263672523664269,1/3/21,21005799,Q,1,A2363,34.98,30.88,5.25,17.09,8.98,8.54,,,
A2364,11203989002894627,1/3/21,21005799,Q,1,A2364,34.98,29.98,5.25,17.09,8.98,7.64,,,
A2365,11179589774612267,1/3/21,21037140,L,2,A2365,60.91,56.41,9.14,40.28,6.99,6.99,,,
A2366,11290252152397801,1/3/21,21005799,Q,1,A2366,34.98,28.72,5.25,17.09,8.81,6.38,,,
A2367,11468236146309802,1/3/21,21005832,Q,1,A2367,36.96,29.01,5.54,17.09,8.14,6.38,,,
A2368,11458526242201060,1/3/21,21005800,Q,6,A2368,16.38,23.16,2.46,14.28,8.98,6.42,,,
A2369,11131075883058653,1/3/21,21005800,Q,1,A2369,34.98,30.88,5.25,17.09,8.98,8.54,,,
A2370,11178905854093830,1/3/21,21037141,H,3,A2370,31.56,32.19,4.73,17.97,7.99,7.99,,,
A2371,11252212392594607,1/3/21,21005800,Q,1,A2371,15.65,14.43,2.35,5.7,8.98,6.38,,,
A2372,11221512594814617,1/3/21,21037142,C,1,A2372,25.12,24.44,3.77,8.25,12.42,12.42,,,
A2373,11144093868891421,1/3/21,21037149,J,1,A2373,133.21,134.84,8.26,116.18,10.4,10.4,,,
A2374,11215302252851465,1/3/21,21037143,L,1,A2374,19.53,18.96,2.93,9.04,6.99,6.99,,,
A2375,11219745370777059,1/3/21,21005800,Q,1,A2375,34.98,28.72,5.25,17.09,8.3,6.38,,,
A2376,11440015999909026,1/3/21,21005800,O,4,A2376,18.61,20.77,2.79,7.2,10.78,10.78,,,
A2377,11442175701543440,1/3/21,21037148,J,1,A2377,257.34,260.83,15.44,232.75,12.64,12.64,,,
A2378,11128487553737058,1/3/21,21005801,Q,1,A2378,8.71,13.68,1.31,5.99,8.98,6.38,,,
A2379,11156588701429866,1/3/21,21037146,L,1,A2379,36.53,36.26,5.48,23.79,6.99,6.99,,,
A2380,11445341943766664,1/3/21,21005801,Q,3,A2380,26.43,23.65,3.96,11.73,8.62,7.96,,,
A2381,11307947306722660,1/3/21,21005799,Q,2,A2381,14.9,13.56,2.24,4.94,8.98,6.38,,,
A2382,11383707678813825,1/3/21,21005801,Q,1,A2382,34.98,29.98,5.25,17.09,8.98,7.64,,,
A2383,11484119899695401,1/3/21,21037144,L,1,A2383,30.17,30.78,4.53,19.26,6.99,6.99,,,
A2384,11237209615322634,1/3/21,21005802,O,1,A2384,13.11,16.98,1.97,6.03,8.98,8.98,,,
A2385,11248284456822635,1/3/21,21037147,L,8,A2385,32.43,32.6,4.86,18.99,8.75,8.75,,,
A2386,11152875085351469,1/3/21,21037145,L,2,A2386,27.59,28.15,4.14,18.26,5.75,5.75,,,
A2387,11127684848888241,1/3/21,21005802,Q,1,A2387,14.49,11.82,2.17,3.27,8.81,6.38,,,
A2388,11257922066725853,1/3/21,21005802,Q,1,A2388,32.49,16.86,4.87,3.01,8.98,8.98,,,
A2389,11231672088889850,1/3/21,21037151,L,1,A2389,14.24,14.5,2.14,7.61,4.75,4.75,,,
A2390,11124025479757819,1/3/21,21037152,L,2,A2390,27.59,28.15,4.14,18.26,5.75,5.75,,,
A2391,11358078047356248,1/3/21,21005802,Q,1,A2391,34.98,29.98,5.25,17.09,8.98,7.64,,,
A2392,11387963562749043,1/3/21,21037154,L,6,A2392,36.88,33.85,5.53,18.33,9.99,9.99,,,
A2393,11199043990207436,1/3/21,21037155,L,12,A2393,14.41,14.7,1.15,6.05,7.5,7.5,,,
A2394,11251322522957007,1/3/21,21005803,Q,1,A2394,16.36,14.1,2.45,5.27,8.98,6.38,,,
A2395,11166925014859400,1/4/21,21037159,L,6,A2395,30.26,27.66,4.54,15.62,7.5,7.5,,,
A2396,11232152083937839,1/4/21,21037156,L,2,A2396,27.16,23.61,4.08,11.54,7.99,7.99,,,
A2397,11304233263233840,1/4/21,21037150,J,1,A2397,257.34,260.83,15.44,232.75,12.64,12.64,,,
A2398,11401478702793857,1/4/21,21005802,Q,1,A2398,16.31,14.82,2.45,5.99,8.98,6.38,,,
A2399,11282038195382649,1/4/21,21037153,L,6,A2399,30.21,30.81,4.53,16.29,9.99,9.99,,,
A2400,11256972933680216,1/4/21,21005803,Q,3,A2400,30.57,135.73,2.46,124.92,9.65,8.35,,,
A2401,11477395592752221,1/4/21,21005804,Q,1,A2401,36.96,32.05,5.54,17.09,8.98,9.42,,,
A2402,11430670642020228,1/4/21,21037158,L,6,A2402,31.61,29.34,4.74,14.61,9.99,9.99,,,
A2403,11100584693128270,1/4/21,21005803,Q,1,A2403,9.27,35.03,0.74,26.06,8.98,8.23,,,
A2404,11413902334073015,1/4/21,21005803,Q,1,A2404,34.98,33.34,5.25,17.09,8.98,11,,,
A2405,11208395322330657,1/4/21,21037160,L,8,A2405,44.52,43.53,6.68,20.35,16.5,16.5,,,
A2406,11293472868377002,1/4/21,21005804,Q,1,A2406,36.96,29.01,5.54,17.09,8.38,6.38,,,
A2407,11411912073261858,1/4/21,21037162,L,1,A2407,23.64,18.46,3.55,7.92,6.99,6.99,,,
A2408,11121124078603413,1/4/21,21037163,L,4,A2408,61.94,45.04,9.3,16.74,19,19,,,
A2409,11258905368720223,1/4/21,21005804,Q,1,A2409,34.98,29.98,5.25,17.09,8.98,7.64,,,
A2410,11385691110643455,1/4/21,21037161,L,1,A2410,13.58,14.8,2.04,5.77,6.99,6.99,,,
A2411,11160387941020263,1/4/21,21005804,Q,1,A2411,34.98,28.72,5.25,17.09,8.51,6.38,,,
A2412,11479949406872261,1/4/21,21037164,L,24,A2412,48.72,43.71,7.3,28.42,7.99,7.99,,,
A2413,11389064578443461,1/4/21,21005805,P,1,A2413,41.13,60.92,6.25,43.89,10.78,10.78,,,
A2414,11164327989580216,1/4/21,21005804,Q,1,A2414,34.98,28.72,5.25,17.09,8.3,6.38,,,
A2415,11119330337668231,1/4/21,21005805,Q,1,A2415,31.03,27.37,4.65,14.49,8.3,8.23,,,
A2416,11445178517155447,1/4/21,21005804,Q,12,A2416,44.01,87.16,6.6,39.12,8.98,41.44,,,
A2417,11474916380986662,1/4/21,21037169,L,1,A2417,9.77,9.13,0.78,3.6,4.75,4.75,,,
A2418,11271182191150639,1/4/21,21037165,I,1,A2418,28.42,31.07,4.26,11.99,10.74,12.82,,,
A2419,11449818526501845,1/4/21,21005805,Q,1,A2419,34.98,31.95,5.25,17.09,8.98,9.61,,,
A2420,11111184782449809,1/4/21,21005805,Q,1,A2420,36.96,29.32,5.54,17.09,8.98,6.69,,,
A2421,11401114709145830,1/4/21,21037167,L,3,A2421,56.77,48.55,8.52,32.04,7.99,7.99,,,
A2422,11209219635524247,1/4/21,21005806,Q,1,A2422,94.9,67.16,14.24,46.54,8.98,6.38,,,
A2423,11292941618839462,1/4/21,21037172,L,1,A2423,9.78,9.13,0.78,3.6,4.75,4.75,,,
A2424,11370261869493809,1/4/21,21005805,Q,2,A2424,61.98,49.28,4.96,35.12,9.2,9.2,,,
A2425,11200468173475410,1/4/21,21037166,J,1,A2425,257.34,260.83,15.44,232.75,12.64,12.64,,,
A2426,11338809604097834,1/4/21,21037168,L,1,A2426,13.58,14.8,2.04,5.77,6.99,6.99,,,
A2427,11281583693324239,1/4/21,21037170,L,1,A2427,45.67,46.58,6.85,32.74,6.99,6.99,,,
A2428,11484351004773845,1/4/21,21037171,L,1,A2428,18.23,16.26,2.73,8.78,4.75,4.75,,,
A2429,11148554455716218,1/4/21,21005805,Q,3,A2429,18.07,17.82,2.71,3.51,8.98,11.6,,,
A2430,11271248670740248,1/4/21,21005805,O,4,A2430,98.48,132.82,14.76,109.08,8.98,8.98,,,
A2431,11117567649426658,1/4/21,21005806,Q,1,A2431,34.98,31.95,5.25,17.09,8.98,9.61,,,
A2432,11225312335237824,1/4/21,21037173,L,1,A2432,34.82,35.21,5.22,23,6.99,6.99,,,
A2433,11309090300279460,1/4/21,21037174,L,3,A2433,37.33,35.89,5.6,24.54,5.75,5.75,,,
A2434,11441814655690658,1/4/21,21037157,L,6,A2434,38.82,38.75,5.82,23.43,9.5,9.5,,,
A2435,11306367234574606,1/4/21,21005807,Q,5,A2435,12.24,10.57,0.98,2.85,8.98,6.74,,,
A2436,11414442407425830,1/4/21,21037175,L,12,A2436,65.99,50.35,9.9,25.46,14.99,14.99,,,
A2437,11189045719935436,1/4/21,21005807,Q,1,A2437,34.98,28.72,5.25,17.09,8.3,6.38,,,
A2438,11482890562797803,1/4/21,21005807,Q,1,A2438,34.98,30.61,5.25,17.09,8.98,8.27,,,
A2439,11160836024704202,1/4/21,21005807,Q,1,A2439,34.98,30.65,5.25,17.09,8.3,8.31,,,
A2440,11218366195361844,1/4/21,21005807,Q,1,A2440,16.57,19.41,2.49,7.33,8.98,9.59,,,
A2441,11342996126164223,1/4/21,21037176,L,1,A2441,9.78,9.13,0.78,3.6,4.75,4.75,,,
A2442,11251581169872246,1/4/21,21005805,Q,1,A2442,48.1,220.09,7.22,204,10.08,8.87,,,
A2443,11297322843168204,1/4/21,21037178,I,1,A2443,44.69,48.15,6.7,25.99,10.89,13.46,,,
A2444,11248004045406635,1/4/21,21005807,Q,1,A2444,9.41,12.83,0.75,3.77,7.77,8.31,,,
A2445,11460818275468267,1/4/21,21037180,L,9,A2445,50.29,47.16,7.54,29.63,9.99,9.99,,,
A2446,11467253617081055,1/4/21,21037177,D,1,A2446,24.62,75.11,3.69,12.9,58.52,58.52,,,
A2447,11239751747337013,1/4/21,21005808,Q,1,A2447,34.98,30.65,5.25,17.09,8.98,8.31,,,
A2448,11105468159890663,1/4/21,21037181,L,1,A2448,22.97,23.44,3.45,15.24,4.75,4.75,,,
A2449,11276005662215458,1/4/21,21005809,Q,12,A2449,25.03,23.56,3.75,13.43,8.98,6.38,,,
A2450,11205846137767457,1/4/21,21005808,O,1,A2450,24.62,39.94,3.69,27.27,8.98,8.98,,,
A2451,11152562241301869,1/4/21,21037185,L,6,A2451,27.92,27.11,4.19,14.93,7.99,7.99,,,
A2452,11154480734213846,1/4/21,21037182,L,12,A2452,56.63,57.76,8.49,38.28,10.99,10.99,,,
A2453,11377179392776225,1/4/21,21037179,J,1,A2453,178.22,171.36,14.26,147.45,9.65,9.65,,,
A2454,11431174915242612,1/4/21,21037183,L,6,A2454,38.37,38.67,5.76,22.92,9.99,9.99,,,
A2455,11330318854159467,1/4/21,21037184,L,3,A2455,35.85,27.16,5.37,17.04,4.75,4.75,,,
A2456,11195685361734651,1/4/21,21005809,Q,1,A2456,34.98,30.65,5.25,17.09,8.3,8.31,,,
A2457,11211721985843418,1/4/21,21005809,Q,2,A2457,11.36,18.74,1.7,9.08,8.98,7.96,,,
A2458,11456068679458652,1/4/21,21005808,Q,12,A2458,31.69,30.68,4.75,17.56,8.98,8.37,,,
A2459,11497157758721022,1/4/21,21005809,P,1,A2459,18.47,18.06,2.77,6.31,8.98,8.98,,,
A2460,11261387321001002,1/4/21,21005809,Q,1,A2460,34.98,30.65,5.25,17.09,8.81,8.31,,,
A2461,11355262007599421,1/4/21,21005809,Q,1,A2461,34.98,29.98,5.25,17.09,8.98,7.64,,,
A2462,11131410387179423,1/4/21,21005808,Q,1,A2462,20.5,17.11,1.64,9.09,8.98,6.38,,,
A2463,11343395318609032,1/4/21,21005809,Q,1,A2463,34.98,28.72,5.25,17.09,8.3,6.38,,,
A2464,11220957505956206,1/4/21,21037186,L,1,A2464,8.6,8.15,0.69,2.71,4.75,4.75,,,
A2465,11168247495037819,1/4/21,21005810,Q,1,A2465,34.98,31.95,5.25,17.09,8.98,9.61,,,
A2466,11414947308255414,1/4/21,21005809,Q,1,A2466,34.98,30.65,5.25,17.09,8.81,8.31,,,
A2467,11184414542960257,1/4/21,21005810,Q,1,A2467,34.98,31.95,5.25,17.09,8.98,9.61,,,
A2468,11334805451241063,1/4/21,21037187,L,12,A2468,66.48,67.48,9.97,50.52,6.99,6.99,,,
A2469,11425042452422647,1/4/21,21005810,Q,2,A2469,19.06,18.09,1.52,8.26,8.38,8.31,,,
A2470,11302782941217864,1/4/21,21005810,Q,6,A2470,26.51,34.99,3.98,18,8.98,13.01,,,
A2471,11122282590317053,1/4/21,21037190,L,3,A2471,39.81,33.36,5.97,20.4,6.99,6.99,,,
A2472,11155339830121042,1/4/21,21005811,O,1,A2472,10.34,13.98,1.55,3.45,8.98,8.98,,,
A2473,11196566852199434,1/4/21,21037188,L,1,A2473,22.01,21.82,3.3,13.77,4.75,4.75,,,
A2474,11107260007686645,1/4/21,21005810,Q,1,A2474,34.98,28.72,5.25,17.09,8.81,6.38,,,
A2475,11136578748133014,1/4/21,21037189,L,1,A2475,10.95,11.17,1.64,4.78,4.75,4.75,,,
A2476,11435658583501007,1/4/21,21005810,O,2,A2476,13.56,14.48,1.08,3.94,9.46,9.46,,,
A2477,11354399100165827,1/4/21,21005811,Q,1,A2477,12.5,11.15,1.88,2.89,7.77,6.38,,,
A2478,11437037603614629,1/4/21,21037194,L,1,A2478,20.59,19.77,3.09,11.93,4.75,4.75,,,
A2479,11285906972577836,1/4/21,21037191,I,1,A2479,37.26,38.33,5.59,18.99,9.8,11.75,,,
A2480,11147663323520245,1/4/21,21005811,O,1,A2480,10.34,13.98,1.55,3.45,8.98,8.98,,,
A2481,11312182753678653,1/4/21,21005811,Q,1,A2481,10.28,12.04,1.54,2.19,8.38,8.31,,,
A2482,11136781113745804,1/4/21,21005811,Q,2,A2482,9.32,18.05,0.75,5.7,8.38,11.6,,,
A2483,11487260111209845,1/4/21,21005811,Q,2,A2483,21.1,27.05,3.16,15.58,7.77,8.31,,,
A2484,11138570821361864,1/4/21,21037193,L,1,A2484,10.83,10.75,1.62,4.38,4.75,4.75,,,
A2485,11108573787626631,1/4/21,21005811,Q,12,A2485,33.48,289.46,5.02,264.96,26.33,19.48,,,
A2486,11172282250053023,1/4/21,21005811,Q,1,A2486,36.96,32.24,5.54,17.09,8.98,9.61,,,
A2487,11404687307743439,1/4/21,21005811,Q,1,A2487,34.98,28.72,5.25,17.09,8.51,6.38,,,
A2488,11316984735945825,1/4/21,21037197,L,6,A2488,25.63,27.12,3.84,16.29,6.99,6.99,,,
A2489,11248572844043429,1/4/21,21005812,Q,4,A2489,22.72,27.94,3.4,18.16,8.38,6.38,,,
A2490,11455753050105046,1/4/21,21037195,L,1,A2490,13.58,14.8,2.04,5.77,6.99,6.99,,,
A2491,11358074700466630,1/4/21,21005812,O,1,A2491,11.49,14.34,0.92,4.44,8.98,8.98,,,
A2492,11273705102692234,1/4/21,21037196,L,6,A2492,31.61,29.34,4.74,14.61,9.99,9.99,,,
A2493,11217332431251433,1/4/21,21005812,O,1,A2493,15.99,18.4,2.4,7.02,8.98,8.98,,,
A2494,11489785275452207,1/4/21,21005813,Q,12,A2494,28.08,46.93,4.21,14.04,9.57,28.68,,,
A2495,11364291260101869,1/4/21,21037198,L,12,A2495,36.09,31.35,5.41,17.19,8.75,8.75,,,
A2496,11186375628169833,1/4/21,21005813,Q,5,A2496,12.24,10.57,0.98,2.85,8.98,6.74,,,
A2497,11282289055609064,1/4/21,21037199,L,1,A2497,17.95,17.76,2.69,8.08,6.99,6.99,,,
A2498,11475318217261037,1/4/21,21005813,Q,1,A2498,36.96,30.27,5.54,17.09,8.98,7.64,,,
A2499,11134212166076260,1/4/21,21037192,J,1,A2499,257.34,260.83,15.44,232.75,12.64,12.64,,,
A2500,11490042809846619,1/4/21,21037200,L,6,A2500,30.96,30.92,4.64,16.29,9.99,9.99,,,
A2501,11312715144349013,1/4/21,21037201,L,12,A2501,66.48,67.48,9.97,50.52,6.99,6.99,,,
A2502,11124189693929866,1/4/21,21005813,P,1,A2502,12.54,14.68,1.88,3.82,8.98,8.98,,,
A2503,11235200415874635,1/4/21,21037202,L,150,A2503,31.8,29.57,4.77,15.3,9.5,9.5,,,
A2504,11412460279832231,1/4/21,21037207,J,1,A2504,257.34,260.83,15.44,232.75,12.64,12.64,,,
A2505,11270608145326632,1/4/21,21037204,L,6,A2505,36.78,34.72,5.52,19.21,9.99,9.99,,,
A2506,11371789499175437,1/4/21,21005814,Q,6,A2506,26.51,30.29,3.98,18,8.3,8.31,,,
A2507,11291468529884217,1/4/21,21037203,L,3,A2507,36.25,33.38,5.44,19.95,7.99,7.99,,,
A2508,11172565574057043,1/4/21,21005814,Q,8,A2508,30.18,29.91,4.52,16.24,9.17,9.15,,,
A2509,11335502781417813,1/4/21,21005814,Q,1,A2509,37.94,31.05,5.69,17.09,8.38,8.27,,,
A2510,11161700959604223,1/4/21,21037205,L,1,A2510,34.47,35.16,5.17,23,6.99,6.99,,,
A2511,11461658689167460,1/4/21,21037206,L,6,A2511,34.97,34.35,5.25,21.11,7.99,7.99,,,
A2512,11192752664768260,1/4/21,21005815,O,1,A2512,10.03,15.18,1.5,4.7,8.98,8.98,,,
A2513,11480812974225001,1/4/21,21005814,Q,3,A2513,28.45,19.02,4.27,8.37,8.98,6.38,,,
A2514,11133263158823427,1/4/21,21005814,Q,1,A2514,36.96,30.94,5.54,17.09,8.81,8.31,,,
A2515,11211979627329855,1/4/21,21005815,Q,1,A2515,32.77,30.93,4.99,19.56,8.98,6.38,,,
A2516,11135329991458631,1/4/21,21005814,Q,2,A2516,21.76,92.46,1.74,83.28,10.08,7.44,,,
A2517,11135552134793012,1/4/21,21037214,L,6,A2517,29.47,29,4.42,14.59,9.99,9.99,,,
A2518,11199976520577057,1/4/21,21005815,Q,2,A2518,27.36,18.3,4.1,7.36,8.98,6.84,,,
A2519,11351630372208226,1/4/21,21037209,L,1,A2519,13.58,14.8,2.04,5.77,6.99,6.99,,,
A2520,11334070047901838,1/4/21,21005815,Q,5,A2520,12.24,10.34,0.98,2.85,8.98,6.51,,,
A2521,11419886534696201,1/4/21,21037210,L,1,A2521,12.75,12.99,1.91,6.33,4.75,4.75,,,
A2522,11296288688250630,1/4/21,21037211,L,6,A2522,24.12,25.25,3.62,12.88,8.75,8.75,,,
A2523,11397474418957811,1/4/21,21037212,L,1,A2523,13.28,10.8,1.06,2.75,6.99,6.99,,,
A2524,11263141622518637,1/4/21,21037213,L,12,A2524,52.23,49.63,7.83,27.81,13.99,13.99,,,
A2525,11369293228041017,1/4/21,21005815,Q,1,A2525,32.77,32.71,4.92,19.56,8.98,8.23,,,
A2526,11170573366886627,1/4/21,21037216,L,6,A2526,29.47,28.84,4.42,17.43,6.99,6.99,,,
A2527,11237850508204239,1/4/21,21037208,I,1,A2527,37.94,41,5.69,20.49,10.52,12.82,,,
A2528,11482032596073856,1/4/21,21037215,L,4,A2528,61.94,45.04,9.3,16.74,19,19,,,
A2529,11478637694677052,1/4/21,21005815,O,1,A2529,7.79,11.96,1.17,1.81,8.98,8.98,,,
A2530,11118496054405811,1/4/21,21037217,L,1,A2530,13.29,12.97,1.99,6.23,4.75,4.75,,,
A2531,11282511983896261,1/4/21,21005817,O,1,A2531,10.84,34.07,1.63,23.46,8.98,8.98,,,
A2532,11349484494151461,1/4/21,21037218,L,1,A2532,13.58,14.8,2.04,5.77,6.99,6.99,,,
A2533,11316879229516225,1/4/21,21005816,Q,12,A2533,42.99,38.37,6.45,20.16,12.96,11.76,,,
A2534,11456796986547402,1/4/21,21037219,L,4,A2534,49.63,44.35,7.44,31.16,5.75,5.75,,,
A2535,11195626449394603,1/4/21,21005816,Q,1,A2535,11.48,12.17,1.72,4.07,7.77,6.38,,,
A2536,11128517762477053,1/4/21,21037220,L,3,A2536,56.97,56.85,8.55,41.31,6.99,6.99,,,
A2537,11153723450301028,1/4/21,21005817,O,1,A2537,9.94,13.06,1.19,2.89,8.98,8.98,,,
A2538,11155144182561836,1/4/21,21005817,Q,1,A2538,12.5,12.73,1.88,2.89,8.98,7.96,,,
A2539,11345421835435469,1/4/21,21005817,Q,4,A2539,83.98,115.42,12.6,51.2,29,51.62,,,
