Sales Sku,Sales Order Number,Sales Order Date,Fulfillment Order Number,Fulfillment Channel Name,Quantity,Sku,Total Sales,Total Cost,Commission,Inventory Cost,Estimated Shipping Cost,Shipping Cost,,,
A8112,11241061565682624,1/11/21,21006376,P,1,A8112,12.81,16.04,1.92,5.14,8.98,8.98,,,
A8113,11403471473709849,1/11/21,21040591,J,1,A8113,26.43,26.31,3.96,13.55,8.8,8.8,,,
A8114,11399815039448267,1/11/21,21006377,Q,8,A8114,24.38,22.52,3.66,12.48,7.77,6.38,,,
A8115,11455771990608235,1/11/21,21040594,L,3,A8115,41.89,40.32,6.28,28.29,5.75,5.75,,,
A8116,11441334190642668,1/11/21,21040596,M,1,A8116,18.84,17.54,2.87,5.79,7.5,8.88,,,
A8117,11168972798381023,1/11/21,21040599,L,1,A8117,11.44,11.54,1.72,4.07,5.75,5.75,,,
A8118,11484883399834638,1/11/21,21040595,L,12,A8118,54.14,53.75,8.12,35.64,9.99,9.99,,,
A8119,11410917349189014,1/11/21,21006378,Q,2,A8119,72.98,51.5,10.94,34.18,7.77,6.38,,,
A8120,11474510654881813,1/11/21,21006377,Q,120,A8120,191.8,198.57,28.75,128.4,37.93,41.42,,,
A8121,11268594377146610,1/11/21,21006378,P,1,A8121,20.07,17.72,3.01,5.73,8.98,8.98,,,
A8122,11295117339758617,1/11/21,21040597,L,6,A8122,39.95,40.43,5.99,24.45,9.99,9.99,,,
A8123,11289902614773810,1/11/21,21040598,L,24,A8123,26.59,27.4,3.99,15.91,7.5,7.5,,,
A8124,11376662506814605,1/11/21,21006403,Q,1,A8124,36.49,31.54,5.47,17.09,8.98,8.98,,,
A8125,11357514096930624,1/11/21,21006378,Q,1,A8125,25.71,27.73,3.86,17.49,8.81,6.38,,,
A8126,11406495586341063,1/11/21,21006378,Q,1,A8126,98.84,67.75,14.83,46.54,8.98,6.38,,,
A8127,11190104690578608,1/11/21,21040601,L,1,A8127,27.82,19.08,4.17,7.92,6.99,6.99,,,
A8128,11471776073132246,1/11/21,21006379,Q,6,A8128,16.7,60.08,2.51,6.42,8.98,51.15,,,
A8129,11419871074283416,1/11/21,21006378,Q,3,A8129,15.83,19.54,2.37,9.21,8.38,7.96,,,
A8130,11200516173246677,1/11/21,21040604,L,18,A8130,60.65,58.98,9.1,44.13,5.75,5.75,,,
A8131,11405360791948216,1/11/21,21006379,Q,2,A8131,26.22,20.3,2.1,11.36,9.93,6.84,,,
A8132,11418849283567431,1/11/21,21040605,L,18,A8132,60.65,58.98,9.1,44.13,5.75,5.75,,,
A8133,11129431236831469,1/11/21,21006379,Q,24,A8133,38.36,75.92,5.75,25.68,15.06,44.49,,,
A8134,11445164978575438,1/11/21,21006379,Q,1,A8134,30.82,37.37,4.62,24.52,17.16,8.23,,,
A8135,11199515951714637,1/11/21,21040603,L,36,A8135,129.39,122.29,19.41,83.88,19,19,,,
A8136,11269720403618651,1/11/21,21040606,L,6,A8136,40.41,37.46,6.06,21.9,9.5,9.5,,,
A8137,11310672535706669,1/11/21,21006380,Q,2,A8137,72.98,52.76,10.94,34.18,8.98,7.64,,,
A8138,11170411316029831,1/11/21,21006380,P,1,A8138,17.99,18.63,2.7,6.95,8.98,8.98,,,
A8139,11252413288311417,1/11/21,21006380,O,2,A8139,14.79,14.58,1.18,3.94,9.46,9.46,,,
A8140,11326872907137048,1/11/21,21040607,L,12,A8140,36.09,31.35,5.41,17.19,8.75,8.75,,,
A8141,11403053467926617,1/11/21,21006381,Q,1,A8141,13.32,40.81,1.07,33.36,8.62,6.38,,,
A8142,11233029391037822,1/11/21,21040610,L,1,A8142,34.08,35.1,5.11,23,6.99,6.99,,,
A8143,11367786033131461,1/11/21,21040609,D,1,A8143,25.14,75.31,3.77,13.02,58.52,58.52,,,
A8144,11497281997505847,1/11/21,21040608,L,18,A8144,79.65,64.53,11.94,34.59,18,18,,,
A8145,11261393481963407,1/11/21,21006380,Q,12,A8145,27.64,28.43,4.15,15.3,8.98,8.98,,,
A8146,11415410997013850,1/11/21,21006381,Q,2,A8146,21.58,19.58,3.24,9.96,8.3,6.38,,,
A8147,11119971955409064,1/11/21,21006382,P,1,A8147,14.33,17.97,2.15,6.84,8.98,8.98,,,
A8148,11314305539258642,1/11/21,21006381,Q,1,A8148,14.88,12.74,2.23,4.13,8.38,6.38,,,
A8149,11475170401056209,1/11/21,21006381,O,2,A8149,15.96,16.24,2.4,4.86,8.98,8.98,,,
A8150,11493477666796229,1/11/21,21040611,L,1,A8150,15.2,14.93,2.28,7.9,4.75,4.75,,,
A8151,11185477333221068,1/11/21,21040612,L,1,A8151,34.08,35.1,5.11,23,6.99,6.99,,,
A8152,11311773857308251,1/11/21,21040600,L,1,A8152,15.2,14.93,2.28,7.9,4.75,4.75,,,
A8153,11371310680392244,1/11/21,21006381,Q,12,A8153,30.28,60,4.54,14.04,8.98,41.42,,,
A8154,11364695575189053,1/11/21,21006381,Q,1,A8154,16.86,14.86,2.53,5.82,8.98,6.51,,,
A8155,11209215361046628,1/11/21,21006380,Q,1,A8155,36.49,28.94,5.47,17.09,7.77,6.38,,,
A8156,11309298858945038,1/11/21,21040613,L,12,A8156,28.05,28.67,4.21,14.96,9.5,9.5,,,
A8157,11327309929842641,1/11/21,21040615,L,12,A8157,48.94,40.99,7.34,23.66,9.99,9.99,,,
A8158,11341011444529869,1/11/21,21040614,L,1,A8158,34.08,35.1,5.11,23,6.99,6.99,,,
A8159,11417437131680222,1/11/21,21006380,Q,1,A8159,36.49,30.2,5.47,17.09,8.98,7.64,,,
A8160,11404357618812207,1/11/21,21006383,O,1,A8160,42.86,41.05,6.43,25.64,8.98,8.98,,,
A8161,11451863924813812,1/11/21,21040616,L,12,A8161,61.21,63.05,9.18,43.88,9.99,9.99,,,
A8162,11307128758519437,1/11/21,21040617,L,6,A8162,32.78,31.88,4.92,16.97,9.99,9.99,,,
A8163,11475503120685866,1/11/21,21006382,Q,1,A8163,9.64,11.26,0.77,2.53,8.98,7.96,,,
A8164,11105161167387409,1/11/21,21040618,L,1,A8164,19.39,18.94,2.91,9.04,6.99,6.99,,,
A8165,11435911013865804,1/11/21,21006383,Q,1,A8165,12.87,13.95,1.03,6.54,7.77,6.38,,,
A8166,11176639045801031,1/11/21,21006383,Q,12,A8166,19.63,23.36,2.94,14.04,8.98,6.38,,,
A8167,11128929845255456,1/11/21,21040784,M,1,A8167,18.84,17.27,2.87,5.79,7.5,8.61,,,
A8168,11231816600242628,1/11/21,21006383,O,1,A8168,42.91,41.06,6.44,25.64,8.98,8.98,,,
A8169,11446114763801867,1/11/21,21041055,L,1,A8169,13.57,14.8,2.04,5.77,6.99,6.99,,,
A8170,11499532968005809,1/11/21,21006383,O,1,A8170,18.99,15.17,2.85,2.59,9.73,9.73,,,
A8171,11473480763237831,1/11/21,21006382,Q,1,A8171,36.49,31.78,5.47,17.09,8.98,9.22,,,
A8172,11171814550117060,1/11/21,21006384,O,2,A8172,18.7,16.64,2.8,4.86,8.98,8.98,,,
A8173,11249949986345069,1/11/21,21006383,Q,1,A8173,112.94,108.46,9.27,91.9,8.98,7.29,,,
A8174,11226405250225023,1/11/21,21006384,Q,2,A8174,19.34,15.04,2.9,4.18,8.38,7.96,,,
A8175,11193010109557021,1/11/21,21040619,L,6,A8175,27.57,27.99,4.14,16.35,7.5,7.5,,,
A8176,11395534435395409,1/11/21,21006384,Q,2,A8176,24.02,14.26,2.88,5,7.77,6.38,,,
A8177,11398650123038607,1/11/21,21006384,Q,12,A8177,44.46,232.17,6.67,210.12,9.17,15.38,,,
A8178,11174542821357802,1/11/21,21040620,J,1,A8178,94.17,97,5.65,82.9,8.45,8.45,,,
A8179,11237482517947464,1/11/21,21040621,L,1,A8179,34.08,35.1,5.11,23,6.99,6.99,,,
A8180,11366706513558662,1/11/21,21006383,Q,1,A8180,38.98,32.36,5.85,17.09,8.98,9.42,,,
A8181,11456160999717829,1/11/21,21006384,Q,2,A8181,17.88,23.06,2.68,14,8.38,6.38,,,
A8182,11433176328759407,1/11/21,21040622,L,1,A8182,12.98,10,1.04,1.97,6.99,6.99,,,
A8183,11166650979043411,1/11/21,21006383,Q,1,A8183,36.49,28.94,5.47,17.09,7.77,6.38,,,
A8184,11395996057625845,1/11/21,21040623,L,1,A8184,34.08,35.1,5.11,23,6.99,6.99,,,
A8185,11405578888050607,1/11/21,21040625,J,1,A8185,252.98,261.08,15.69,232.75,12.64,12.64,,,
A8186,11400502213488203,1/11/21,21040624,L,4,A8186,31.98,31.23,4.8,12.44,13.99,13.99,,,
A8187,11112241561228233,1/11/21,21006385,Q,5,A8187,12.41,10.58,0.99,2.85,8.98,6.74,,,
A8188,11254336609305817,1/11/21,21006385,O,1,A8188,8.97,12.99,0.72,3.29,8.98,8.98,,,
A8189,11201825197092279,1/11/21,8787-11-,G,4,A8189,530.44,407.15,43.52,349.64,13.99,13.99,,,
A8190,11462127318050603,1/11/21,21006385,Q,1,A8190,98.84,67.75,14.83,46.54,8.93,6.38,,,
A8191,11313451562300267,1/11/21,21006385,O,2,A8191,16.44,13.66,1.32,3.36,8.98,8.98,,,
A8192,11230862731551451,1/11/21,21040628,L,1,A8192,34.08,35.1,5.11,23,6.99,6.99,,,
A8193,11435914256069059,1/11/21,21040629,L,1,A8193,34.08,35.1,5.11,23,6.99,6.99,,,
A8194,11445256768901062,1/11/21,21006386,Q,1,A8194,9.33,11.15,0.75,4.02,8.98,6.38,,,
A8195,11254713037351434,1/11/21,8788-11-,G,1,A8195,228.11,234.39,13.69,210.71,9.99,9.99,,,
A8196,11423681671958668,1/11/21,21006385,O,1,A8196,8.42,13.07,1.26,2.83,8.98,8.98,,,
A8197,11442651408890607,1/11/21,21040630,L,1,A8197,34.08,35.1,5.11,23,6.99,6.99,,,
A8198,11176691668552253,1/11/21,21006386,Q,12,A8198,71.96,72.27,10.79,52.97,8.98,8.51,,,
A8199,11487175130393815,1/11/21,21040631,L,12,A8199,36.09,31.35,5.41,17.19,8.75,8.75,,,
A8200,11329697195296210,1/11/21,21040632,L,1,A8200,34.08,35.1,5.11,23,6.99,6.99,,,
A8201,11472492601764223,1/11/21,21040633,L,6,A8201,22.89,23.23,3.43,11.81,7.99,7.99,,,
A8202,11145250411091458,1/11/21,21006386,Q,1,A8202,38.98,30.58,5.85,17.09,8.98,7.64,,,
A8203,11200104653158642,1/11/21,21006386,Q,12,A8203,23.32,253.99,3.5,239.04,8.98,11.45,,,
A8204,11445752105997850,1/11/21,21006386,Q,3,A8204,32.64,18.99,4.96,7.65,8.98,6.38,,,
A8205,11465457330972220,1/11/21,21006387,P,2,A8205,25.02,19.16,3.76,6.42,8.98,8.98,,,
A8206,11456314071241861,1/11/21,21040634,L,1,A8206,12.84,13.85,1.93,6.17,5.75,5.75,,,
A8207,11220751377339436,1/11/21,21006387,O,1,A8207,6.99,12.08,1.05,2.05,8.98,8.98,,,
A8208,11129806497729837,1/11/21,21006387,P,1,A8208,50.33,32.78,7.55,15.77,9.46,9.46,,,
A8209,11283470087523412,1/11/21,21040635,L,1,A8209,19.96,18.81,2.99,8.83,6.99,6.99,,,
A8210,11373218166696227,1/11/21,21040638,L,2,A8210,20.92,15.97,1.68,7.3,6.99,6.99,,,
A8211,11355126565077811,1/11/21,21040636,L,18,A8211,60.65,58.98,9.1,44.13,5.75,5.75,,,
A8212,11206066963834653,1/11/21,21040637,L,8,A8212,48.17,49.62,7.23,32.4,9.99,9.99,,,
A8213,11287075862131421,1/11/21,21006387,P,1,A8213,50.33,32.78,7.55,15.77,9.46,9.46,,,
A8214,11311381025657053,1/11/21,21040639,L,18,A8214,60.65,58.98,9.1,44.13,5.75,5.75,,,
A8215,11409566396559464,1/11/21,21006387,O,1,A8215,17.26,18.02,2.59,6.45,8.98,8.98,,,
A8216,11140941782837864,1/11/21,21040640,L,1,A8216,19.54,18.96,2.93,9.04,6.99,6.99,,,
A8217,11250485259317017,1/11/21,21040641,L,1,A8217,13.57,14.8,2.04,5.77,6.99,6.99,,,
A8218,11311931563164226,1/11/21,21040642,L,1,A8218,34.08,35.1,5.11,23,6.99,6.99,,,
A8219,11109518159413868,1/11/21,21006388,Q,4,A8219,43.16,34.63,6.48,19.92,8.98,8.23,,,
A8220,11132570401941039,1/11/21,21040643,L,1,A8220,34.08,35.1,5.11,23,6.99,6.99,,,
A8221,11173714326010643,1/11/21,21006388,O,1,A8221,8.22,11.32,0.66,1.68,8.98,8.98,,,
A8222,11390937133969824,1/11/21,21040644,L,1,A8222,34.08,35.1,5.11,23,6.99,6.99,,,
A8223,11228116439527455,1/11/21,21040645,L,6,A8223,23.99,20.52,3.6,9.93,6.99,6.99,,,
A8224,11440742893021005,1/12/21,21040646,L,6,A8224,42.7,43.39,6.41,29.99,6.99,6.99,,,
A8225,11414487208830660,1/12/21,21006388,Q,1,A8225,38.14,31.98,5.8,19.8,8.98,6.38,,,
A8226,11143767802369019,1/12/21,21006389,Q,4,A8226,14.08,23.49,2.11,15,8.98,6.38,,,
A8227,11338737092811430,1/12/21,21040647,L,12,A8227,36.33,36.88,5.45,22.68,8.75,8.75,,,
A8228,11170438964676230,1/12/21,21040648,L,1,A8228,14.94,15.77,1.2,7.58,6.99,6.99,,,
A8229,11118767669992205,1/12/21,21006389,Q,5,A8229,12.41,11,0.99,2.85,8.98,7.16,,,
A8230,11231697885415443,1/12/21,21006389,Q,10,A8230,24.82,15.32,1.98,5.7,8.98,7.64,,,
A8231,11153504071589022,1/12/21,21040649,L,8,A8231,98.49,97.71,14.77,73.44,9.5,9.5,,,
A8232,11147566106863453,1/12/21,21006390,Q,1,A8232,98.84,67.75,14.83,46.54,8.98,6.38,,,
A8233,11188582014827435,1/12/21,21006390,Q,6,A8233,19.17,60.45,2.88,6.42,8.98,51.15,,,
A8234,11170839178796264,1/12/21,21040652,L,2,A8234,68.16,63.72,10.22,46,7.5,7.5,,,
A8235,11475394789868229,1/12/21,21040651,L,1,A8235,12.34,12.53,1.85,5.93,4.75,4.75,,,
A8236,11173658306537009,1/12/21,21040654,L,12,A8236,36.33,36.88,5.45,22.68,8.75,8.75,,,
A8237,11440800429783417,1/12/21,21040653,L,1,A8237,14.34,14.19,1.15,6.05,6.99,6.99,,,
A8238,11344509635016260,1/12/21,21040650,D,1,A8238,40.74,91.74,3.26,29.96,58.52,58.52,,,
A8239,11351970891865000,1/12/21,21006390,Q,1,A8239,14.84,14.84,2.23,6.23,8.98,6.38,,,
A8240,11104819276974625,1/12/21,21040656,L,2,A8240,35.22,34.47,5.28,24.44,4.75,4.75,,,
A8241,11387937494105037,1/12/21,21006391,Q,1,A8241,38.98,31.08,5.85,17.09,8.14,8.14,,,
A8242,11125182508824261,1/12/21,21006390,Q,6,A8242,19.17,60.45,2.88,6.42,8.98,51.15,,,
A8243,11321875605346601,1/12/21,21040657,L,1,A8243,24.21,22.69,3.63,12.07,6.99,6.99,,,
A8244,11250769343523429,1/12/21,21006391,P,3,A8244,32.22,21.6,2.58,7.68,11.34,11.34,,,
A8245,11429041961320231,1/12/21,21006391,O,1,A8245,33.99,27.44,5.1,12.88,9.46,9.46,,,
A8246,11452274624878603,1/12/21,21040658,L,6,A8246,29.43,29.08,4.41,17.17,7.5,7.5,,,
A8247,11324718012902607,1/12/21,21040659,L,3,A8247,29.76,28.9,4.46,18.69,5.75,5.75,,,
A8248,11218523970316260,1/12/21,21006391,Q,1,A8248,38.98,29.32,5.85,17.09,7.77,6.38,,,
A8249,11282687535222666,1/12/21,21006392,O,1,A8249,7.76,11.74,1.16,1.6,8.98,8.98,,,
A8250,11102533001069041,1/12/21,21040660,L,6,A8250,33.66,32.41,5.05,20.37,6.99,6.99,,,
A8251,11375206544924265,1/12/21,21040661,L,1,A8251,17.35,12.42,2.6,4.07,5.75,5.75,,,
A8252,11387911291249851,1/12/21,21006391,Q,5,A8252,12.41,10.35,0.99,2.85,8.98,6.51,,,
A8253,11275574569742612,1/12/21,21006392,Q,12,A8253,19.62,25.52,2.94,14.04,8.98,8.54,,,
A8254,11441151049928219,1/12/21,21006392,Q,1,A8254,98.84,69.6,14.83,46.54,8.93,8.23,,,
A8255,11166889227354632,1/12/21,21006392,P,1,A8255,15.08,15.37,2.26,4.13,8.98,8.98,,,
A8256,11109219911685035,1/12/21,21040662,L,6,A8256,25.63,26.01,3.84,15.18,6.99,6.99,,,
A8257,11122197094658604,1/12/21,21040664,L,1,A8257,15.2,14.93,2.28,7.9,4.75,4.75,,,
A8258,11201278715265866,1/12/21,21006392,Q,1,A8258,5.5,10.64,0.44,2.06,8.14,8.14,,,
A8259,11154256234208226,1/12/21,21040665,L,2,A8259,19.82,15.69,2.98,7.96,4.75,4.75,,,
A8260,11293647872300232,1/12/21,21040663,L,1,A8260,19.01,19.58,2.85,9.74,6.99,6.99,,,
A8261,11315837089167405,1/12/21,21006392,Q,1,A8261,98.84,67.75,14.83,46.54,8.98,6.38,,,
A8262,11203703124488268,1/12/21,21040668,L,1,A8262,14.47,13.25,2.17,6.33,4.75,4.75,,,
A8263,11235288788205068,1/12/21,21040666,L,6,A8263,34.45,33.84,5.17,21.68,6.99,6.99,,,
A8264,11238190691804243,1/12/21,21040667,L,6,A8264,21.13,20.85,3.17,9.69,7.99,7.99,,,
A8265,11265365008923408,1/12/21,21006393,Q,4,A8265,9.25,13.56,0.74,3.84,8.98,8.98,,,
A8266,11161234790210668,1/12/21,21006393,O,1,A8266,18.82,21.23,2.82,9.43,8.98,8.98,,,
A8267,11289712131122635,1/12/21,21006393,Q,1,A8267,10.21,14.69,1.53,5.2,8.38,7.96,,,
A8268,11118027025749049,1/12/21,21006393,Q,1,A8268,9.82,11.34,0.79,3.26,8.98,7.29,,,
A8269,11129107902369056,1/12/21,21040669,L,12,A8269,28.48,29.33,4.27,17.56,7.5,7.5,,,
A8270,11151957586241857,1/12/21,21006394,Q,1,A8270,24.15,15.09,3.62,5.09,8.81,6.38,,,
A8271,11355240968825831,1/12/21,21040670,L,1,A8271,14.34,14.19,1.15,6.05,6.99,6.99,,,
A8272,11374883327451426,1/12/21,21040672,L,6,A8272,29.97,30.79,4.5,18.3,7.99,7.99,,,
A8273,11402092478578630,1/12/21,21040671,I,1,A8273,10.7,10.86,1.61,3.69,3.73,3.56,,,
A8274,11388777125505021,1/12/21,21006394,Q,1,A8274,5.99,7.89,0.9,0.61,8.98,6.38,,,
A8275,11222883947426636,1/12/21,21006394,O,4,A8275,22.88,20.37,3.43,6.16,10.78,10.78,,,
A8276,11353723026916258,1/12/21,21006394,Q,1,A8276,23.31,19.74,3.5,9.86,8.98,6.38,,,
A8277,11222744836482648,1/12/21,21040676,I,1,A8277,39.21,40.69,5.88,19.99,10.74,12.82,,,
A8278,11184086441499400,1/12/21,21040675,L,6,A8278,47.55,46.73,7.13,29.61,9.99,9.99,,,
A8279,11426726220682625,1/12/21,21040673,L,1,A8279,34.08,35.1,5.11,23,6.99,6.99,,,
A8280,11420362394369048,1/12/21,21040674,L,6,A8280,29.29,29.81,4.39,17.43,7.99,7.99,,,
A8281,11235403758508204,1/12/21,21040677,L,6,A8281,40.41,37.46,6.06,21.9,9.5,9.5,,,
A8282,11338368845350613,1/12/21,21006395,O,1,A8282,6.99,12.08,1.05,2.05,8.98,8.98,,,
A8283,11457952965219439,1/12/21,21006395,Q,2,A8283,47.42,33.74,7.12,20.24,8.98,6.38,,,
A8284,11367584066651461,1/12/21,21040678,L,6,A8284,28.43,27.2,4.26,15.95,6.99,6.99,,,
A8285,11462321833186639,1/12/21,21040679,L,1,A8285,12.3,12.68,1.85,6.08,4.75,4.75,,,
A8286,11498468221812235,1/12/21,21006395,Q,1,A8286,98.84,67.75,14.83,46.54,8.98,6.38,,,
A8287,11367961150028244,1/12/21,21006395,Q,1,A8287,15.15,14.35,2.27,5.7,8.14,6.38,,,
A8288,11197848775928251,1/12/21,21006395,O,1,A8288,10.21,15.71,1.53,5.2,8.98,8.98,,,
A8289,11367359417278604,1/12/21,21006396,Q,1,A8289,38.98,29.63,5.85,17.09,8.98,6.69,,,
A8290,11103370654177878,1/12/21,21006396,Q,1,A8290,37.54,35.67,5.63,21.72,9.14,8.32,,,
A8291,11365036927998620,1/12/21,21040680,L,6,A8291,51.46,50.36,7.72,34.65,7.99,7.99,,,
A8292,11182180932930663,1/12/21,21006395,Q,5,A8292,12.41,10.58,0.99,2.85,8.98,6.74,,,
A8293,11229389847844225,1/12/21,21006396,Q,12,A8293,80.15,87.98,12.02,39.12,8.98,36.84,,,
A8294,11134929680881846,1/12/21,21040682,L,1,A8294,12.5,12.88,1,7.13,4.75,4.75,,,
A8295,11204269832245822,1/12/21,21040681,L,2,A8295,68.16,63.72,10.22,46,7.5,7.5,,,
A8296,11387243649508244,1/12/21,21006396,O,2,A8296,12.34,17.19,1.85,6.36,8.98,8.98,,,
A8297,11316671447862627,1/12/21,21006396,Q,1,A8297,16.57,18.8,2.49,7.33,8.98,8.98,,,
A8298,11242157540413832,1/12/21,21040685,L,6,A8298,40.41,37.46,6.06,21.9,9.5,9.5,,,
A8299,11156054134542664,1/12/21,21040683,L,18,A8299,97.23,87.27,14.58,65.19,7.5,7.5,,,
A8300,11232052018791424,1/12/21,21040684,L,1,A8300,13.76,10.69,1.1,2.6,6.99,6.99,,,
A8301,11400165617805873,1/12/21,21006396,Q,1,A8301,7.99,10.09,0.64,3.07,8.98,6.38,,,
A8302,11275206695013840,1/12/21,21006397,Q,1,A8302,98.84,67.75,14.83,46.54,8.98,6.38,,,
A8303,11278325746663435,1/12/21,21006397,Q,1,A8303,7.83,12.07,0.63,5.06,8.98,6.38,,,
A8304,11201080326629025,1/12/21,21040686,L,1,A8304,20.92,21.24,3.14,13.35,4.75,4.75,,,
A8305,11303556506938662,1/12/21,21040687,L,60,A8305,98.87,92.87,14.83,64.05,13.99,13.99,,,
A8306,11195598385169007,1/12/21,21006397,Q,1,A8306,38.98,30.58,5.85,17.09,8.98,7.64,,,
A8307,11424857292017040,1/12/21,21006397,Q,12,A8307,54.09,55.83,8.11,36.84,8.98,10.88,,,
A8308,11321599389397807,1/12/21,21040688,L,12,A8308,21.27,21.11,3.19,12.17,5.75,5.75,,,
A8309,11106177272925828,1/12/21,21006397,O,1,A8309,7.26,58.91,1.09,48.84,8.98,8.98,,,
A8310,11310772130757830,1/12/21,21040689,L,3,A8310,32.82,21.43,2.64,14.04,4.75,4.75,,,
A8311,11173157302412248,1/12/21,21006398,Q,2,A8311,28.36,19.15,4.25,8.52,8.98,6.38,,,
A8312,11449465051386644,1/12/21,21040690,L,12,A8312,31.44,32.15,4.72,16.44,10.99,10.99,,,
A8313,11166210326833813,1/12/21,21040813,L,12,A8313,68.98,63.35,10.35,38.01,14.99,14.99,,,
A8314,11257848065445862,1/12/21,21006398,Q,1,A8314,6.24,44.55,0.5,37.67,8.98,6.38,,,
A8315,11436785141868268,1/12/21,21006398,O,1,A8315,23.24,23.5,3.49,11.03,8.98,8.98,,,
A8316,11376322277157028,1/12/21,21006398,Q,1,A8316,12.01,11.9,1.44,2.5,8.98,7.96,,,
A8317,11431027744049020,1/12/21,21040691,L,1,A8317,7.95,8.2,0.64,2.81,4.75,4.75,,,
A8318,11305847821152227,1/12/21,21040692,L,18,A8318,60.65,58.98,9.1,44.13,5.75,5.75,,,
A8319,11184913243269044,1/12/21,21006398,Q,1,A8319,38.98,32.36,5.85,17.09,8.98,9.42,,,
A8320,11227611163093059,1/12/21,21040693,L,6,A8320,29.21,28.8,4.38,17.43,6.99,6.99,,,
A8321,11145901479716230,1/12/21,21006398,Q,1,A8321,28.25,164.36,4.24,152.16,8.98,7.96,,,
A8322,11258651864153048,1/12/21,21040694,L,1,A8322,20.94,19.08,3.14,10.19,5.75,5.75,,,
A8323,11409354351858635,1/12/21,21006399,Q,1,A8323,38.98,30.58,5.85,17.09,8.98,7.64,,,
A8324,11344431436573840,1/12/21,21040695,L,4,A8324,43.63,44.69,6.54,31.16,6.99,6.99,,,
A8325,11420754462753015,1/12/21,21006399,O,1,A8325,7.26,58.91,1.09,48.84,8.98,8.98,,,
A8326,11449394220712214,1/12/21,21040697,L,1,A8326,23.48,23,3.52,12.49,6.99,6.99,,,
A8327,11467576212277834,1/12/21,21040696,L,1,A8327,37.37,31.26,5.61,20.9,4.75,4.75,,,
A8328,11267991430674640,1/12/21,21006400,N,4,A8328,355.04,315.16,28.4,286.76,0,0,,,
A8329,11183475494233841,1/12/21,21006400,O,1,A8329,5.83,11.73,0.7,2.05,8.98,8.98,,,
A8330,11131609981347404,1/12/21,21040699,L,1,A8330,8.54,8.8,0.68,3.37,4.75,4.75,,,
A8331,11469144953147459,1/12/21,21040698,L,1,A8331,13.57,14.8,2.04,5.77,6.99,6.99,,,
A8332,11209616340942669,1/12/21,21040700,L,12,A8332,55.66,51.83,8.35,28.49,14.99,14.99,,,
A8333,11287325876394666,1/12/21,21040701,L,3,A8333,32.48,31.8,4.87,21.18,5.75,5.75,,,
A8334,11476850652563419,1/12/21,21006400,Q,1,A8334,15.02,19.09,1.2,11.51,8.98,6.38,,,
A8335,11396673568521042,1/12/21,21040702,L,2,A8335,27.14,23.61,4.08,11.54,7.99,7.99,,,
A8336,11148658930201824,1/12/21,21040705,K,1,A8336,2548.36,2424.49,152.9,2259.6,11.99,11.99,,,
A8337,11262137169638619,1/12/21,21040706,D,1,A8337,15.59,64.8,2.34,3.94,58.52,58.52,,,
A8338,11329627019189805,1/12/21,21040703,L,6,A8338,24.19,24.93,3.63,12.55,8.75,8.75,,,
A8339,11138967856756227,1/12/21,21040704,L,1,A8339,27.77,19.08,4.17,7.92,6.99,6.99,,,
A8340,11205250840090631,1/12/21,21040707,L,36,A8340,119.55,111.68,17.94,75.24,18.5,18.5,,,
A8341,11129732890309005,1/12/21,21006401,O,4,A8341,21.6,19.94,1.72,9.24,8.98,8.98,,,
A8342,11118672444991413,1/12/21,21006401,Q,1,A8342,7.35,10.42,0.59,3.45,8.98,6.38,,,
A8343,11133134721105840,1/12/21,21006401,Q,1,A8343,7.98,10.31,0.64,3.29,8.14,6.38,,,
A8344,11158126298881820,1/12/21,21006401,Q,1,A8344,17.88,13.76,2.68,4.7,8.98,6.38,,,
A8345,11286950149969032,1/12/21,21040710,L,1,A8345,77.74,79.47,11.66,53.31,14.5,14.5,,,
A8346,11276389428776252,1/12/21,21040709,L,1,A8346,11.56,11.73,0.92,5.06,5.75,5.75,,,
A8347,11361005478362615,1/12/21,21040708,L,6,A8347,34.37,34.39,5.16,21.24,7.99,7.99,,,
A8348,11220810375297028,1/12/21,21040711,L,12,A8348,44.96,43.86,6.74,27.13,9.99,9.99,,,
A8349,11375506348918615,1/12/21,21040712,L,1,A8349,17.53,11.76,2.63,4.38,4.75,4.75,,,
A8350,11405768467140256,1/12/21,21040713,J,1,A8350,257.73,264.44,20.62,233.42,10.4,10.4,,,
A8351,11313695381589827,1/12/21,21041213,L,2,A8351,27.14,23.12,4.08,11.54,7.5,7.5,,,
A8352,11244340244613825,1/12/21,21006402,O,2,A8352,15,21.63,2.25,5.08,14.3,14.3,,,
A8353,11498921964425068,1/12/21,21040714,L,8,A8353,32.4,32.6,4.86,18.99,8.75,8.75,,,
A8354,11449180151437822,1/12/21,21006402,Q,1,A8354,60.76,80.2,9.11,63.52,8.98,7.57,,,
A8355,11358405707038665,1/12/21,21006402,Q,1,A8355,8.74,10.33,0.7,3.25,8.98,6.38,,,
A8356,11123552625876265,1/12/21,21006402,Q,1,A8356,98.84,67.75,14.83,46.54,8.98,6.38,,,
A8357,11492465971660224,1/12/21,21040715,L,1,A8357,12.23,11.33,1.83,3.75,5.75,5.75,,,
A8358,11364944709257839,1/12/21,21040716,L,3,A8358,21.23,21.51,3.18,11.34,6.99,6.99,,,
