Sales Sku,Sales Order Number,Sales Order Date,Fulfillment Order Number,Fulfillment Channel Name,Quantity,Sku,Total Sales,Total Cost,Commission,Inventory Cost,Estimated Shipping Cost,Shipping Cost,,,
A4342,11256198021496222,11/26/20,20021873,L,12,A4342,38.08,36.16,5.71,21.7,8.75,8.75,,,
A4343,11410945853330650,11/23/20,20020957,K,1,A4343,51.43,29.83,4.11,12.97,12.75,12.75,,,
A4344,11269621141451460,11/30/20,20023916,L,12,A4344,63.7,61.83,9.56,42.77,9.5,9.5,,,
A4345,11386513759367459,11/27/20,20022538,L,1,A4345,8.85,8.99,0.71,3.53,4.75,4.75,,,
A4346,11251598681169008,11/21/20,20020029,L,1,A4346,8.85,8.99,0.71,3.53,4.75,4.75,,,
A4347,11480715852097019,11/12/20,20001992,Q,1,A4347,29,14.52,4.35,3.51,8.98,6.66,,,
A4348,11142582469672225,11/28/20,20002949,Q,6,A4348,39.35,48.63,5.9,19.68,10.78,23.05,,,
A4349,11433447392104267,11/24/20,20021292,K,1,A4349,685.93,687.04,54.87,622.67,9.5,9.5,,,
A4350,11438312048454639,11/19/20,4302-11-,G,5,A4350,1298.25,1286.34,103.85,1172.5,9.99,9.99,,,
A4351,11300235020223455,11/12/20,5072-11-,G,2,A4351,521.16,519.69,41.7,469,8.99,8.99,,,
A4352,11153317049225815,11/13/20,20002040,Q,21,A4352,80.64,31.27,6.44,18.48,8.73,6.35,,,
A4353,11451807888724222,11/26/20,20022000,L,1,A4353,20.89,18.04,3.13,7.92,6.99,6.99,,,
A4354,11474969375185861,11/23/20,20020963,L,1,A4354,24.02,18.51,3.6,7.92,6.99,6.99,,,
A4355,11423214422485800,11/5/20,20015083,L,8,A4355,30.91,31.34,4.64,17.95,8.75,8.75,,,
A4356,11335480038533836,11/15/20,20017879,L,9,A4356,40.48,39.61,6.07,23.55,9.99,9.99,,,
A4357,11279891424332260,11/10/20,20016708,L,12,A4357,63.22,61.75,9.48,42.77,9.5,9.5,,,
A4358,11134737234747445,11/18/20,20018903,L,12,A4358,62.8,61.69,9.42,42.77,9.5,9.5,,,
A4359,11460657107123415,11/25/20,20021710,L,6,A4359,23.63,21.89,3.54,10.85,7.5,7.5,,,
A4360,11156291318789812,11/24/20,20021202,L,12,A4360,60.42,61.33,9.06,42.77,9.5,9.5,,,
A4361,11128850487009865,11/7/20,9773-11-,G,1,A4361,257.92,261.65,20.63,234.5,6.52,6.52,,,
A4362,11397815833827442,11/21/20,20019921,L,1,A4362,17.66,14.565,2.65,7.92,3.995,3.995,,,
A4363,11414590588810646,11/24/20,9532-11-,G,1,A4363,258.83,261.73,20.71,234.5,6.52,6.52,,,
A4364,11159160329849846,11/4/20,20014981,L,48,A4364,120.4,98.31,18.08,70.24,9.99,9.99,,,
A4365,11100858413167472,11/26/20,20022408,L,12,A4365,61.9,61.56,9.29,42.77,9.5,9.5,,,
A4366,11104059907603432,11/24/20,20021621,L,12,A4366,30.1,30.07,4.52,17.56,7.99,7.99,,,
A4367,11153198742140249,11/29/20,20023506,L,6,A4367,38.21,35.6,5.73,20.37,9.5,9.5,,,
A4368,11198955022311449,11/21/20,20020028,L,1,A4368,40.87,41.47,6.13,30.59,4.75,4.75,,,
A4369,11397815833827442,11/21/20,20019921,L,1,A4369,18.99,14.765,2.85,7.92,3.995,3.995,,,
A4370,11233535456340200,11/26/20,20022301,L,12,A4370,30.1,25.55,0,17.56,7.99,7.99,,,
A4371,11357005386102655,11/28/20,20023429,L,24,A4371,60.18,53.64,9.02,35.12,9.5,9.5,,,
A4372,11263460013197816,11/22/20,20020297,L,6,A4372,34.63,35.06,5.19,20.37,9.5,9.5,,,
A4373,11107888391790626,11/14/20,20017397,L,12,A4373,30.1,30.07,4.52,17.56,7.99,7.99,,,
A4374,11327635924348202,11/5/20,20015087,L,12,A4374,30.81,30.17,4.62,17.56,7.99,7.99,,,
A4375,11110393030646616,11/29/20,20002966,Q,12,A4375,31.69,28.68,4.75,17.56,8.98,6.37,,,
A4376,11323585745526611,11/27/20,20022748,L,1,A4376,33.06,32.24,4.96,17.78,9.5,9.5,,,
A4377,11401753405360206,11/8/20,20016358,L,12,A4377,30.1,30.07,4.52,17.56,7.99,7.99,,,
A4378,11456721930438617,11/16/20,20017952,L,12,A4378,30.1,30.07,4.52,17.56,7.99,7.99,,,
A4379,11304663288945839,11/23/20,20020978,L,6,A4379,35.72,35.23,5.36,20.37,9.5,9.5,,,
A4380,11493862245124259,11/23/20,9343-11-,G,1,A4380,259.41,263.3,20.75,230.56,11.99,11.99,,,
A4381,11251036903763410,11/11/20,4125-11-,G,1,A4381,311.05,310.39,24.88,279.31,6.2,6.2,,,
A4382,11331360005758665,11/12/20,6123-11-,G,2,A4382,2148.4,2133.14,171.88,1939.76,21.5,21.5,,,
A4383,11403378271413022,11/16/20,9576-11-,G,2,A4383,515.98,519.27,41.28,469,8.99,8.99,,,
A4384,11115154924092268,11/12/20,6126-11-,G,1,A4384,311.05,310.39,24.88,279.31,6.2,6.2,,,
A4385,11453421447000233,11/24/20,9815-11-,G,1,A4385,231.81,242.29,25.54,200.25,16.5,16.5,,,
A4386,11445002454948205,11/6/20,20001773,Q,1,A4386,36.58,27.81,5.49,9.89,8.98,12.43,,,
A4387,11113284840533838,11/12/20,20002034,Q,6,A4387,47.56,67.08,7.14,10.08,10.08,49.86,,,
A4388,11290094822455400,11/30/20,20024304,L,12,A4388,62.55,61.65,9.38,42.77,9.5,9.5,,,
A4389,11158684076790613,11/9/20,20016407,L,9,A4389,40.38,39.6,6.06,23.55,9.99,9.99,,,
A4390,11318193850936211,11/28/20,20023414,L,12,A4390,38.08,36.16,5.71,21.7,8.75,8.75,,,
A4391,11469514155642654,11/26/20,20022031,L,6,A4391,21.83,20.97,2.62,10.85,7.5,7.5,,,
A4392,11218348437483410,11/20/20,20019704,L,1,A4392,20.94,18.05,3.14,7.92,6.99,6.99,,,
A4393,11148040121879461,11/9/20,20016548,L,12,A4393,30.1,30.07,4.52,17.56,7.99,7.99,,,
A4394,11340429664761821,11/30/20,20003097,Q,12,A4394,31.69,28.68,4.75,17.56,8.62,6.37,,,
A4395,11162684249585021,11/16/20,20018345,L,12,A4395,30.1,30.07,4.52,17.56,7.99,7.99,,,
A4396,11139146744645057,11/18/20,20018800,L,12,A4396,30.81,30.17,4.62,17.56,7.99,7.99,,,
A4397,11217213250745815,11/24/20,20021365,L,1,A4397,30.88,29.1,4.63,19.72,4.75,4.75,,,
A4398,11150582724313863,11/13/20,20002042,Q,3,A4398,15.19,13.25,2.28,4.62,8.3,6.35,,,
A4399,11355380804943418,11/12/20,20002001,Q,12,A4399,29.08,58.7,4.36,21.6,8.98,32.74,,,
A4400,11369443590293825,11/28/20,20023217,L,9,A4400,40.47,39.61,6.07,23.55,9.99,9.99,,,
A4401,11328337939526658,11/17/20,20018389,L,1,A4401,46.39,45.11,6.96,30.65,7.5,7.5,,,
A4402,11153350490788239,11/14/20,8126-11-,G,1,A4402,190.9,196.35,22.27,162.09,11.99,11.99,,,
A4403,11313673669464255,11/6/20,20015386,L,1,A4403,45.11,44.92,6.77,30.65,7.5,7.5,,,
A4404,11348308389396251,11/27/20,20022670,L,1,A4404,44.88,44.88,6.73,30.65,7.5,7.5,,,
A4405,11469386711470649,11/30/20,7946-11-,G,1,A4405,258.98,263.27,20.72,230.56,11.99,11.99,,,
A4406,11233841658697051,11/29/20,20023812,L,1,A4406,8.9,8.99,0.71,3.53,4.75,4.75,,,
A4407,11294141200134615,11/21/20,20019912,L,1,A4407,8.85,8.99,0.71,3.53,4.75,4.75,,,
A4408,11203898361336205,11/10/20,2651-11-,G,1,A4408,261.88,261.97,20.95,234.5,6.52,6.52,,,
A4409,11290230282334600,11/9/20,20016537,J,1,A4409,7.67,18.75,1.15,9.41,8.19,8.19,,,
A4410,11486069488070609,11/13/20,20002039,Q,2,A4410,42.66,17.77,6.4,5.02,8.98,6.35,,,
A4411,11353035242720263,11/14/20,20017490,L,9,A4411,40.47,39.61,6.07,23.55,9.99,9.99,,,
A4412,11283991915482632,11/24/20,20021410,L,1,A4412,25.41,18.72,3.81,7.92,6.99,6.99,,,
A4413,11412941945846636,11/29/20,20023562,L,24,A4413,118.62,111.89,17.8,80.1,13.99,13.99,,,
A4414,11420401071096219,11/20/20,20019508,L,12,A4414,39.42,36.36,5.91,21.7,8.75,8.75,,,
A4415,11153395780493023,11/2/20,20014414,L,8,A4415,30.86,31.33,4.63,17.95,8.75,8.75,,,
A4416,11480083965237041,11/9/20,20016549,L,8,A4416,30.86,31.33,4.63,17.95,8.75,8.75,,,
A4417,11431820871722634,11/8/20,20016201,L,8,A4417,30.86,31.33,4.63,17.95,8.75,8.75,,,
A4418,11398913821089859,11/20/20,20019455,L,8,A4418,30.86,31.33,4.63,17.95,8.75,8.75,,,
A4419,11360155945981006,11/10/20,20016949,L,8,A4419,30.89,31.33,4.63,17.95,8.75,8.75,,,
A4420,11498643457720266,11/27/20,20022617,L,30,A4420,114.55,99.45,17.2,46.75,35.5,35.5,,,
A4421,11230750079568229,11/26/20,20022425,L,6,A4421,22.68,22.74,3.4,9.35,9.99,9.99,,,
A4422,11144204406861044,11/28/20,20023013,L,12,A4422,45.14,40.47,6.78,18.7,14.99,14.99,,,
A4423,11484340536076258,11/30/20,20024230,L,6,A4423,22.91,22.78,3.44,9.35,9.99,9.99,,,
A4424,11353242512409058,11/3/20,4396-11-,G,1,A4424,257.77,261.64,20.62,234.5,6.52,6.52,,,
A4425,11135628769139400,11/6/20,20001749,Q,1,A4425,12.07,10.35,1.81,2.19,8.98,6.35,,,
A4426,11295425003641021,11/6/20,20015533,J,1,A4426,14.86,77.39,1.19,66.37,9.83,9.83,,,
A4427,11235038091161017,11/29/20,20023845,L,6,A4427,22.91,22.78,3.44,9.35,9.99,9.99,,,
A4428,11195540517568244,11/6/20,20015547,J,1,A4428,559.8,563.73,45.92,501.44,16.37,16.37,,,
A4429,11231777932699417,11/30/20,20024050,L,18,A4429,68.73,59.37,10.32,28.05,21,21,,,
A4430,11438083881344232,11/6/20,20002012,N,6,A4430,140.1,409.44,11.22,398.22,0,0,,,
A4431,11327777816055466,11/5/20,20015145,L,12,A4431,37.67,38.24,5.65,25.09,7.5,7.5,,,
A4432,11182707442358660,11/27/20,20022508,L,24,A4432,44.02,39.18,6.6,23.08,9.5,9.5,,,
A4433,11462472588188235,11/28/20,20023159,L,12,A4433,44.98,40.43,6.74,18.7,14.99,14.99,,,
A4434,11494338261189051,11/9/20,20016508,J,1,A4434,23.35,79.78,1.87,66.37,11.54,11.54,,,
A4435,11401046481269814,11/30/20,20024068,L,6,A4435,22.91,22.78,3.44,9.35,9.99,9.99,,,
A4436,11453186572321035,11/6/20,20015569,J,1,A4436,23.35,78.07,1.87,66.37,9.83,9.83,,,
A4437,11402209429137073,11/5/20,6994-11-,G,1,A4437,259.46,261.78,20.76,234.5,6.52,6.52,,,
A4438,11192027372612237,11/14/20,20017428,L,6,A4438,33.94,30,5.09,14.92,9.99,9.99,,,
A4439,11291294520489051,11/29/20,20023833,H,1,A4439,26.67,26.2,4,15.95,4.75,4.75,,,
A4440,11138093864152225,11/9/20,20016624,L,8,A4440,30.86,31.33,4.63,17.95,8.75,8.75,,,
A4441,11340126077908266,11/27/20,20022972,L,6,A4441,22.91,22.78,3.44,9.35,9.99,9.99,,,
A4442,11132337209801824,11/30/20,20024177,L,6,A4442,22.91,22.78,3.44,9.35,9.99,9.99,,,
A4443,11424815003299465,11/27/20,20022781,L,12,A4443,45.82,40.57,6.88,18.7,14.99,14.99,,,
A4444,11244501396041030,11/8/20,0089-11-,G,1,A4444,23.35,73.995,1.87,66.13,5.995,5.995,,,
A4445,11211866221049866,11/29/20,20023752,L,12,A4445,45.82,40.57,6.88,18.7,14.99,14.99,,,
A4446,11432601381709052,11/3/20,3934-11-,G,1,A4446,179.32,182.02,14.35,158.68,8.99,8.99,,,
A4447,11178808244145054,11/7/20,20016022,L,6,A4447,32.99,31.24,4.95,18.3,7.99,7.99,,,
A4448,11244501396041030,11/8/20,0089-11-,G,1,A4448,30.78,71.535,4.62,60.92,5.995,5.995,,,
A4449,11472651434554649,11/3/20,20014703,L,8,A4449,30.87,31.33,4.63,17.95,8.75,8.75,,,
A4450,11464918998375400,11/9/20,20016608,L,8,A4450,30.86,31.33,4.63,17.95,8.75,8.75,,,
A4451,11211584517149056,11/10/20,20016906,L,8,A4451,30.89,31.33,4.63,17.95,8.75,8.75,,,
A4452,11383015045858619,11/5/20,6796-11-,G,1,A4452,179.32,182.02,14.35,158.68,8.99,8.99,,,
A4453,11310098985746633,11/27/20,20022629,L,12,A4453,45.82,40.57,6.88,18.7,14.99,14.99,,,
A4454,11331366346040265,11/7/20,20015966,J,1,A4454,7.67,18.92,1.15,9.41,8.36,8.36,,,
A4455,11220277250447457,11/29/20,20023651,L,6,A4455,22.91,22.78,3.44,9.35,9.99,9.99,,,
A4456,11151357583603411,11/30/20,20024407,L,6,A4456,22.91,22.78,3.44,9.35,9.99,9.99,,,
A4457,11185583291831432,11/19/20,20019408,L,24,A4457,125.34,114.33,18.8,85.54,9.99,9.99,,,
A4458,11230623717460244,11/22/20,20020672,L,12,A4458,42.8,35.59,5.14,21.7,8.75,8.75,,,
A4459,11467222762410639,11/27/20,20022880,L,1,A4459,33.06,32.24,4.96,17.78,9.5,9.5,,,
A4460,11363606377930635,11/30/20,20024226,L,12,A4460,45.82,40.57,6.88,18.7,14.99,14.99,,,
A4461,11128013386417818,11/6/20,20001750,Q,1,A4461,30.78,73.73,4.62,61.5,9.35,7.61,,,
A4462,11271039623717016,11/5/20,20015281,J,1,A4462,578.02,564.05,46.24,501.44,16.37,16.37,,,
A4463,11497366099103423,11/23/20,20021086,L,6,A4463,33.7,29.97,5.06,14.92,9.99,9.99,,,
A4464,11384319454171427,11/9/20,0465-11-,G,1,A4464,259.47,261.78,20.76,234.5,6.52,6.52,,,
A4465,11169429905308244,11/28/20,20023240,H,1,A4465,28.31,26.45,4.25,15.95,4.75,4.75,,,
A4466,11253602593625834,11/30/20,20024439,L,12,A4466,62.55,61.65,9.38,42.77,9.5,9.5,,,
A4467,11194064979149013,11/21/20,20020187,L,36,A4467,114.9,93.34,17.25,65.1,10.99,10.99,,,
A4468,11350831773225840,11/9/20,20016642,L,36,A4468,118.68,99.97,17.79,71.19,10.99,10.99,,,
A4469,11172452656844268,11/17/20,20018441,L,1,A4469,29.12,29.49,4.37,18.13,6.99,6.99,,,
A4470,11433431045422630,11/17/20,20018536,L,1,A4470,29.05,29.48,4.36,18.13,6.99,6.99,,,
A4471,11374304520840228,11/29/20,20023806,L,2,A4471,36.65,33.11,5.5,20.62,6.99,6.99,,,
A4472,11353848437770618,11/17/20,20018609,L,4,A4472,90.86,85.14,13.63,64.52,6.99,6.99,,,
A4473,11247077153690633,11/29/20,20023881,L,2,A4473,36.65,33.11,5.5,20.62,6.99,6.99,,,
A4474,11129399610623418,11/30/20,20024467,L,1,A4474,33.06,32.24,4.96,17.78,9.5,9.5,,,
A4475,11330955767260247,11/30/20,20024147,L,2,A4475,66.12,55.47,9.92,35.56,9.99,9.99,,,
A4476,11328213395913800,11/23/20,20021056,L,1,A4476,29.07,29.48,4.36,18.13,6.99,6.99,,,
A4477,11315040548253015,11/30/20,20024078,L,18,A4477,68.73,59.37,10.32,28.05,21,21,,,
A4478,11256369601828261,11/27/20,20022750,L,6,A4478,22.91,22.78,3.44,9.35,9.99,9.99,,,
A4479,11496322649653061,11/10/20,20016876,L,2,A4479,18.82,14.59,1.5,6.1,6.99,6.99,,,
A4480,11351577271961809,11/7/20,20015928,J,2,A4480,46.7,145.5,3.74,132.74,9.02,9.02,,,
A4481,11249214571397067,11/21/20,20019825,L,6,A4481,37.67,32.41,5.65,18.77,7.99,7.99,,,
A4482,11358200243561061,11/26/20,20021902,L,12,A4482,73.62,58.08,11.04,37.54,9.5,9.5,,,
A4483,11124533707057002,11/3/20,4690-11-,G,2,A4483,515.54,519.23,41.24,469,8.99,8.99,,,
A4484,11426836607322625,11/18/20,20018828,L,12,A4484,37.73,38.25,5.66,25.09,7.5,7.5,,,
A4485,11344961530981038,11/8/20,20016362,L,1,A4485,18.04,15.92,2.71,8.46,4.75,4.75,,,
A4486,11232417447449046,11/27/20,20022845,L,12,A4486,62.25,61.61,9.34,42.77,9.5,9.5,,,
A4487,11294321957379438,11/23/20,20020916,L,6,A4487,21.77,20.96,2.61,10.85,7.5,7.5,,,
A4488,11402403194195427,11/23/20,20021133,L,12,A4488,36.67,35.95,5.5,21.7,8.75,8.75,,,
A4489,11344272373586627,11/17/20,20018408,L,1,A4489,29.03,29.47,4.35,18.13,6.99,6.99,,,
A4490,11133366352297028,11/18/20,20018780,L,1,A4490,30.21,29.65,4.53,18.13,6.99,6.99,,,
A4491,11170074542266627,11/24/20,20021329,L,1,A4491,14.89,15.11,2.23,8.13,4.75,4.75,,,
A4492,11388403374309023,11/30/20,20024356,L,2,A4492,33.14,32.58,4.97,20.62,6.99,6.99,,,
A4493,11250468685655453,11/17/20,20018430,L,1,A4493,29.1,29.49,4.37,18.13,6.99,6.99,,,
A4494,11365856169553818,11/2/20,20014427,L,1,A4494,29.03,29.47,4.35,18.13,6.99,6.99,,,
A4495,11336402588797044,11/27/20,20022710,L,2,A4495,32.21,32.44,4.83,20.62,6.99,6.99,,,
A4496,11471438863691434,11/23/20,20020932,L,2,A4496,31.91,32.4,4.79,20.62,6.99,6.99,,,
A4497,11460926313709864,11/17/20,20002244,Q,6,A4497,42.69,51.81,6.4,12.66,8.98,32.75,,,
A4498,11192761017181800,11/26/20,20021855,L,2,A4498,28.9,27.19,4.34,18.1,4.75,4.75,,,
A4499,11115022250881844,11/27/20,20022530,L,2,A4499,28.66,27.15,4.3,18.1,4.75,4.75,,,
A4500,11224929146837803,11/22/20,20020525,L,1,A4500,19.71,17.87,2.96,7.92,6.99,6.99,,,
A4501,11303439529961829,11/28/20,20023372,L,1,A4501,26.24,18.85,3.94,7.92,6.99,6.99,,,
A4502,11124800363182633,11/22/20,20020437,L,6,A4502,21.42,20.92,2.57,10.85,7.5,7.5,,,
A4503,11359830391053026,11/23/20,20021142,L,12,A4503,48.39,48.92,7.26,32.16,9.5,9.5,,,
A4504,11454711086392209,11/22/20,20020326,L,1,A4504,18.99,17.76,2.85,7.92,6.99,6.99,,,
A4505,11185977621081826,11/28/20,20023352,L,12,A4505,31.96,30.34,4.79,17.56,7.99,7.99,,,
A4506,11493449128807413,11/12/20,20002003,Q,4,A4506,15.05,14.19,2.26,4,8.98,7.93,,,
A4507,11324541799299423,11/7/20,20001793,Q,2,A4507,51.84,256.41,7.78,238.72,8.98,9.91,,,
A4508,11114443813159458,11/24/20,20021518,L,1,A4508,30.88,29.1,4.63,19.72,4.75,4.75,,,
A4509,11158842046386656,11/5/20,20015111,L,8,A4509,30.91,31.34,4.64,17.95,8.75,8.75,,,
A4510,11414925784271424,11/27/20,20022819,L,12,A4510,45.82,40.57,6.88,18.7,14.99,14.99,,,
A4511,11158423054269817,11/17/20,20018508,L,6,A4511,34.31,31.44,5.15,18.3,7.99,7.99,,,
A4512,11223463791181861,11/2/20,20014497,J,1,A4512,558.23,562.47,44.66,501.44,16.37,16.37,,,
A4513,11291206488253864,11/18/20,20018815,L,6,A4513,37.6,32.4,5.64,18.77,7.99,7.99,,,
A4514,11169577047553038,11/4/20,5176-11-,G,1,A4514,257.77,261.64,20.62,234.5,6.52,6.52,,,
A4515,11428156218025839,11/7/20,20001790,Q,1,A4515,52.16,53.04,7.82,35.31,8.98,9.91,,,
A4516,11189362403510603,11/21/20,20020184,L,6,A4516,33.59,29.95,5.04,14.92,9.99,9.99,,,
A4517,11271794845910635,11/28/20,20023283,L,1,A4517,33.06,32.24,4.96,17.78,9.5,9.5,,,
A4518,11288649798305820,11/25/20,20022177,L,1,A4518,17.15,13.25,0,8.5,4.75,4.75,,,
A4519,11222094981619431,11/27/20,20022760,L,12,A4519,24.42,22.14,3.66,11.49,6.99,6.99,,,
A4520,11274209800013048,11/29/20,20003018,O,2,A4520,15.76,17.82,2.36,6.48,8.98,8.98,,,
A4521,11400222945906641,11/4/20,20014983,L,1,A4521,34.76,32.49,5.21,17.78,9.5,9.5,,,
A4522,11457783754313862,11/9/20,20001917,Q,1,A4522,36.02,34.04,5.4,22.29,8.98,6.35,,,
A4523,11480036687517827,11/6/20,20015651,L,10,A4523,93.28,77.77,14,53.78,9.99,9.99,,,
A4524,11469951788743443,11/21/20,20002439,Q,3,A4524,28.85,18.21,4.33,7.53,8.98,6.35,,,
A4525,11141499585455425,11/22/20,20002482,Q,3,A4525,28.85,20.3,4.33,7.53,8.98,8.44,,,
A4526,11140352236135412,11/29/20,20024186,L,1,A4526,33.06,32.24,4.96,17.78,9.5,9.5,,,
A4527,11422440212994656,11/30/20,20024528,L,1,A4527,21.67,20.4,3.25,10.16,6.99,6.99,,,
A4528,11226579586351412,11/29/20,20023494,L,2,A4528,66.12,55.47,9.92,35.56,9.99,9.99,,,
A4529,11475666146194649,11/7/20,20001792,Q,1,A4529,32.92,24.74,4.94,9.89,7.77,9.91,,,
A4530,11407455974475411,11/17/20,20002242,Q,6,A4530,42.69,68.92,6.4,12.66,15.41,49.86,,,
A4531,11258591719153831,11/7/20,20001795,Q,1,A4531,12.8,11.14,1.02,0.21,8.98,9.91,,,
A4532,11398629883078655,11/3/20,20014650,L,12,A4532,51.98,45.61,7.8,28.31,9.5,9.5,,,
A4533,11490586817529055,11/24/20,20021545,L,12,A4533,27.23,22.56,4.08,11.49,6.99,6.99,,,
A4534,11399820778140219,11/19/20,20019187,L,1,A4534,21.74,20.41,3.26,10.16,6.99,6.99,,,
A4535,11487848648806632,11/9/20,20001907,Q,1,A4535,56.47,55.37,8.47,33.8,9.02,13.1,,,
A4536,11117640049850625,11/13/20,20002047,N,1,A4536,55.34,31.99,8.3,23.69,0,0,,,
A4537,11298046809227407,11/13/20,20017311,K,5,A4537,432.3,385.4,64.85,304.05,16.5,16.5,,,
A4538,11158832435352227,11/21/20,20002412,Q,3,A4538,28.85,19.12,4.33,7.53,9.73,7.26,,,
A4539,11459090547298669,11/30/20,20003063,Q,3,A4539,17.2,17.74,2.58,8.79,8.3,6.37,,,
A4540,11334427073016210,11/24/20,20002627,O,4,A4540,34.26,28.03,5.14,12.96,9.93,9.93,,,
A4541,11311113954337025,11/30/20,20024416,L,1,A4541,33.06,32.24,4.96,17.78,9.5,9.5,,,
A4542,11149291229715466,11/22/20,20020407,L,1,A4542,18.7,18.86,2.81,10.3,5.75,5.75,,,
A4543,11394090359428260,11/23/20,20021045,L,1,A4543,29.07,29.48,4.36,18.13,6.99,6.99,,,
A4544,11202651698473073,11/18/20,20018935,L,1,A4544,29.03,29.47,4.35,18.13,6.99,6.99,,,
A4545,11431139617305822,11/21/20,20020002,L,2,A4545,58.06,52.46,8.7,36.26,7.5,7.5,,,
A4546,11469124832792267,11/23/20,20021000,L,1,A4546,29.05,29.48,4.36,18.13,6.99,6.99,,,
A4547,11218987700787455,11/18/20,20018766,L,1,A4547,30.21,29.65,4.53,18.13,6.99,6.99,,,
A4548,11200728716875435,11/25/20,20022186,L,1,A4548,29.03,25.12,0,18.13,6.99,6.99,,,
A4549,11156284174132201,11/23/20,20021026,L,1,A4549,29.07,29.48,4.36,18.13,6.99,6.99,,,
A4550,11345755443981806,11/16/20,20018326,L,1,A4550,29.03,29.47,4.35,18.13,6.99,6.99,,,
A4551,11390178989005033,11/12/20,20002008,Q,24,A4551,56.92,44.23,8.54,22.56,13.13,13.13,,,
A4552,11377629329654652,11/30/20,20024025,L,12,A4552,45.82,40.57,6.88,18.7,14.99,14.99,,,
A4553,11198968081999455,11/27/20,20022777,L,12,A4553,45.82,40.57,6.88,18.7,14.99,14.99,,,
A4554,11330446868658607,11/4/20,5380-11-,G,1,A4554,257.77,261.64,20.62,234.5,6.52,6.52,,,
A4555,11475036569575435,11/6/20,20015494,K,1,A4555,20.2,79.75,3.03,60.22,16.5,16.5,,,
A4556,11158460326672257,11/3/20,20014545,J,1,A4556,52.18,52.97,7.83,35.31,9.83,9.83,,,
A4557,11282569326584217,11/9/20,20016604,L,6,A4557,33.36,29.91,5,14.92,9.99,9.99,,,
A4558,11273186094951434,11/17/20,20018616,L,1,A4558,29.05,29.48,4.36,18.13,6.99,6.99,,,
A4559,11499806056116235,11/22/20,20020272,L,1,A4559,21.74,20.41,3.26,10.16,6.99,6.99,,,
A4560,11297222209583459,11/9/20,20001917,Q,1,A4560,40.54,27.41,6.08,12.83,8.98,8.5,,,
A4561,11305804546183437,11/20/20,20019769,L,1,A4561,31.68,29.87,4.75,18.13,6.99,6.99,,,
A4562,11423887063954637,11/21/20,20020068,L,1,A4562,29.32,29.52,4.4,18.13,6.99,6.99,,,
A4563,11290469524463422,11/2/20,20014387,L,8,A4563,30.86,31.33,4.63,17.95,8.75,8.75,,,
A4564,11299610799252257,11/26/20,20021886,L,12,A4564,61.93,61.56,9.29,42.77,9.5,9.5,,,
A4565,11165184643912243,11/21/20,20019841,L,1,A4565,30.74,20.98,4.61,9.38,6.99,6.99,,,
A4566,11147328577070622,11/8/20,20016276,L,12,A4566,60.42,61.33,9.06,42.77,9.5,9.5,,,
A4567,11157079873573068,11/30/20,20024094,L,12,A4567,61.33,61.47,9.2,42.77,9.5,9.5,,,
A4568,11209398970552227,11/15/20,20017758,L,12,A4568,51.59,45.55,7.74,28.31,9.5,9.5,,,
A4569,11394949805797044,11/8/20,20016263,L,24,A4569,60.2,53.66,9.04,35.12,9.5,9.5,,,
A4570,11107558986594656,11/26/20,20002701,Q,12,A4570,30.8,28.53,4.62,17.56,8.98,6.35,,,
A4571,11104626034758648,11/23/20,20021012,L,6,A4571,35.72,35.23,5.36,20.37,9.5,9.5,,,
A4572,11447359234289032,11/25/20,20022253,L,6,A4572,36.37,29.87,0,20.37,9.5,9.5,,,
A4573,11134688267618635,11/5/20,20015117,L,1,A4573,24.32,24.69,3.65,16.29,4.75,4.75,,,
A4574,11458619682893856,11/12/20,20001997,Q,12,A4574,52.27,69.88,7.84,39.12,9.93,22.92,,,
A4575,11271458478795460,11/12/20,20001999,Q,1,A4575,18.51,13.93,2.78,4.8,8.98,6.35,,,
A4576,11462691082429018,11/8/20,20016355,L,8,A4576,30.86,31.33,4.63,17.95,8.75,8.75,,,
A4577,11225117001223429,11/28/20,20023147,L,6,A4577,22.49,22.71,3.37,9.35,9.99,9.99,,,
A4578,11162782173509821,11/9/20,0182-11-,G,1,A4578,259.71,263.33,20.78,230.56,11.99,11.99,,,
A4579,11307695904352229,11/3/20,4397-11-,G,3,A4579,773.31,774.86,61.86,703.5,9.5,9.5,,,
A4580,11317822595837828,11/17/20,20018454,J,1,A4580,175.55,160.91,10.53,140,10.38,10.38,,,
A4581,11423214853612203,11/25/20,20022085,L,1,A4581,21.73,17.15,0,10.16,6.99,6.99,,,
A4582,11310159592235426,11/23/20,20020922,L,2,A4582,58.14,52.48,8.72,36.26,7.5,7.5,,,
A4583,11311066587885047,11/24/20,20002668,Q,3,A4583,28.85,18.39,4.33,7.53,9.02,6.53,,,
A4584,11113768254417829,11/24/20,20021441,L,2,A4584,23.64,18.03,1.9,8.14,7.99,7.99,,,
A4585,11454028541782620,11/29/20,20003016,O,1,A4585,8.73,12.72,1.31,2.43,8.98,8.98,,,
A4586,11291316138181066,11/18/20,20019108,L,12,A4586,62.8,61.69,9.42,42.77,9.5,9.5,,,
A4587,11163714599488261,11/27/20,20022747,L,12,A4587,24.42,22.14,3.66,11.49,6.99,6.99,,,
A4588,11273118235549829,11/15/20,20017678,I,1,A4588,112.93,119.35,16.03,89.99,9.38,11.33,,,
