Sales Sku,Sales Order Number,Sales Order Date,Fulfillment Order Number,Fulfillment Channel Name,Quantity,Sku,Total Sales,Total Cost,Commission,Inventory Cost,Estimated Shipping Cost,Shipping Cost,,,
A6392,11241883342236227,11/16/20,20018351,L,4,A6392,30.71,29.9,4.61,11.3,13.99,13.99,,,
A6393,11447728876695446,11/15/20,20017944,L,4,A6393,29.23,29.67,4.38,11.3,13.99,13.99,,,
A6394,11413923480342631,11/18/20,20019003,J,1,A6394,209.44,212.59,16.76,186.63,9.2,9.2,,,
A6395,11365829744638669,11/22/20,20020215,J,1,A6395,210.94,213.2,17.37,186.63,9.2,9.2,,,
A6396,11386644313384268,11/13/20,20002055,Q,3,A6396,19.71,27.3,2.96,11.7,8.98,12.64,,,
A6397,11266136023819431,11/26/20,20022433,L,2,A6397,61.58,57.45,9.24,43.46,4.75,4.75,,,
A6398,11112206349815447,11/28/20,20023204,L,6,A6398,72.97,69.87,10.95,48.93,9.99,9.99,,,
A6399,11375757711157853,11/4/20,5048-11-,G,1,A6399,276.56,280.71,22.12,248.6,9.99,9.99,,,
A6400,11308303080341852,11/3/20,20014629,J,1,A6400,25.1,25.49,3.77,13.55,8.17,8.17,,,
A6401,11211396684277008,11/3/20,4140-11-,G,1,A6401,155.36,157.7,19.43,129.28,8.99,8.99,,,
A6402,11318124927448263,11/5/20,20015065,L,6,A6402,28.32,27.19,4.25,15.95,6.99,6.99,,,
A6403,11437793634882655,11/27/20,3412-11-,G,1,A6403,338.24,343.52,27.75,310.53,5.24,5.24,,,
A6404,11123992879144253,11/3/20,4280-11-,G,1,A6404,276.56,280.71,22.12,248.6,9.99,9.99,,,
A6405,11369790520346618,11/5/20,20015314,L,6,A6405,28.32,27.19,4.25,15.95,6.99,6.99,,,
A6406,11193699594914662,11/3/20,4395-11-,G,1,A6406,276.56,280.71,22.12,248.6,9.99,9.99,,,
A6407,11199630078097823,11/10/20,20016887,L,6,A6407,28.31,27.19,4.25,15.95,6.99,6.99,,,
A6408,11372400645597837,11/24/20,20002639,Q,1,A6408,50.41,56.89,7.56,33.82,9.79,15.51,,,
A6409,11288628748957835,11/5/20,20015272,L,6,A6409,28.32,27.19,4.25,15.95,6.99,6.99,,,
A6410,11456711079742606,11/24/20,20002663,Q,1,A6410,50.41,56.89,7.56,33.82,9.79,15.51,,,
A6411,11258291492848210,11/19/20,20019140,L,24,A6411,67.96,58.85,10.2,40.66,7.99,7.99,,,
A6412,11348324659039436,11/24/20,0177-11-,G,4,A6412,476.88,469.76,38.16,425.28,6.32,6.32,,,
A6413,11284205080037845,11/11/20,20017003,J,1,A6413,370.74,373.65,29.66,334.79,9.2,9.2,,,
A6414,11325111940940262,11/18/20,20019093,L,6,A6414,28.29,27.18,4.24,15.95,6.99,6.99,,,
A6415,11112656617084242,11/5/20,20015160,J,1,A6415,2263.99,2272.61,181.12,2080.64,10.85,10.85,,,
A6416,11166968582521060,11/25/20,20002742,Q,2,A6416,26.8,20.37,0,12.44,8.14,7.93,,,
A6417,11444323022477046,11/10/20,20016854,J,1,A6417,303.69,308.11,24.3,274.61,9.2,9.2,,,
A6418,11258060001161837,11/30/20,20003075,Q,1,A6418,12.77,14.51,1.92,6.22,8.98,6.37,,,
A6419,11347900826969810,11/11/20,20001977,Q,1,A6419,29,14.21,4.35,3.51,8.62,6.35,,,
A6420,11193026422169050,11/11/20,20001991,Q,3,A6420,11.33,11.74,0.91,2.64,8.38,8.19,,,
A6421,11449566108322667,11/19/20,20019376,L,1,A6421,39.52,37.43,5.93,25.75,5.75,5.75,,,
A6422,11490282029449036,11/24/20,20021472,J,1,A6422,76.77,77.93,11.52,57.28,9.13,9.13,,,
A6423,11329968393041062,11/20/20,20019544,L,3,A6423,118.56,102.54,17.79,77.25,7.5,7.5,,,
A6424,11358598884753834,11/16/20,20002188,Q,1,A6424,15.33,17.56,2.3,7.07,8.14,8.19,,,
A6425,11133448738328249,11/18/20,20019088,L,1,A6425,39.52,37.43,5.93,25.75,5.75,5.75,,,
A6426,11333160777413835,11/7/20,20015964,L,1,A6426,35.45,35.72,5.32,24.65,5.75,5.75,,,
A6427,11476408551418651,11/30/20,20024284,L,48,A6427,161.96,117.51,24.28,83.24,9.99,9.99,,,
A6428,11122678621809817,11/8/20,20016273,L,6,A6428,28.31,27.19,4.25,15.95,6.99,6.99,,,
A6429,11330087464532264,11/18/20,20002292,Q,1,A6429,20.72,18.72,3.11,7.11,8.38,8.5,,,
A6430,11365513232793818,11/15/20,20017589,L,6,A6430,28.33,27.19,4.25,15.95,6.99,6.99,,,
A6431,11173597741767408,11/3/20,4394-11-,G,1,A6431,276.56,280.71,22.12,248.6,9.99,9.99,,,
A6432,11441087060773059,11/25/20,20024196,J,1,A6432,52,44.56,0,36.23,8.33,8.33,,,
A6433,11350606275001028,11/27/20,3122-11-,G,1,A6433,365.86,371.35,29.27,336.84,5.24,5.24,,,
A6434,11160629074233859,11/16/20,20018130,J,1,A6434,435.12,421.11,34.81,376.47,9.83,9.83,,,
A6435,11184263559261014,11/16/20,20018002,L,1,A6435,13.96,13.98,2.09,7.14,4.75,4.75,,,
A6436,11189495637004243,11/14/20,20002109,Q,2,A6436,26.06,21.72,3.91,5.34,12.47,12.47,,,
A6437,11327864497722648,11/23/20,20021082,K,1,A6437,40.08,26.06,3.21,11.1,11.75,11.75,,,
A6438,11114763304276269,11/20/20,20019685,J,4,A6438,1784.2,1759.35,142.72,1605.72,10.91,10.91,,,
A6439,11165894656652242,11/18/20,20019012,J,4,A6439,3233.08,3182.26,258.64,2913.24,10.38,10.38,,,
A6440,11198603737189003,11/18/20,20018853,J,1,A6440,76.77,77.93,11.52,57.28,9.13,9.13,,,
A6441,11208823582126662,11/7/20,20015901,L,1,A6441,12.56,12.75,1.88,6.12,4.75,4.75,,,
A6442,11459754985927447,11/16/20,20018145,D,1,A6442,16.48,66.73,2.47,5.74,58.52,58.52,,,
A6443,11141549143562666,11/3/20,4279-11-,G,1,A6443,276.56,280.71,22.12,248.6,9.99,9.99,,,
A6444,11430733384707416,11/27/20,20002806,Q,1,A6444,16.64,12.46,2.5,2.03,7.77,7.93,,,
A6445,11149061417629033,11/26/20,20022373,J,1,A6445,2127.46,1964.08,0,1951.44,12.64,12.64,,,
A6446,11456080409509833,11/24/20,20024850,J,1,A6446,50.41,50.97,7.56,33.82,9.59,9.59,,,
A6447,11115588787962662,11/16/20,20018246,L,4,A6447,30.71,29.9,4.61,11.3,13.99,13.99,,,
A6448,11471959806389060,11/19/20,4306-11-,G,1,A6448,159.19,161.59,19.74,131.86,9.99,9.99,,,
A6449,11445626943415412,11/22/20,20020270,J,1,A6449,209.44,212.59,16.76,186.63,9.2,9.2,,,
A6450,11442526812017046,11/24/20,20021208,L,18,A6450,84.84,70.07,12.72,47.85,9.5,9.5,,,
A6451,11225260182636259,11/20/20,20019519,J,3,A6451,628.32,619.3,50.28,559.89,9.13,9.13,,,
A6452,11230222259877820,11/20/20,20019446,L,6,A6452,28.28,27.18,4.24,15.95,6.99,6.99,,,
A6453,11187255519633019,11/23/20,20021070,L,1,A6453,31.39,31.19,4.71,21.73,4.75,4.75,,,
A6454,11322256058408256,11/11/20,20001975,Q,1,A6454,13.91,11.45,2.09,3.01,7.77,6.35,,,
A6455,11374621478509001,11/13/20,20017297,J,1,A6455,262.54,264.07,21,233.94,9.13,9.13,,,
A6456,11243345312974615,11/28/20,20002926,Q,1,A6456,12.88,16.31,1.93,6.22,7.77,8.16,,,
A6457,11356282375728218,11/9/20,1834-11-,G,1,A6457,183.69,186.46,14.7,166.32,5.44,5.44,,,
A6458,11292359427476219,11/15/20,20017733,L,1,A6458,13.74,13.95,2.06,7.14,4.75,4.75,,,
A6459,11482147917505069,11/16/20,20018170,J,1,A6459,2783.54,2772.93,222.68,2539.3,10.95,10.95,,,
A6460,11158374106234640,11/27/20,20022663,L,12,A6460,40.49,34.87,6.07,20.81,7.99,7.99,,,
A6461,11176935699588234,11/4/20,20014894,L,1,A6461,39.52,37.43,5.93,25.75,5.75,5.75,,,
A6462,11321354824042602,11/11/20,20001984,Q,1,A6462,14.03,18.46,2.1,6.22,8.98,10.14,,,
A6463,11159645187497029,11/27/20,20022810,J,1,A6463,76.84,78,11.53,57.28,9.19,9.19,,,
A6464,11121438467452235,11/22/20,20002567,P,1,A6464,15.16,18.09,2.27,6.84,8.98,8.98,,,
A6465,11166068233308217,11/16/20,20017990,D,6,A6465,109.89,156.53,16.48,79.2,60.85,60.85,,,
A6466,11361005559901851,11/2/20,20014309,L,1,A6466,16,16.2,2.4,9.05,4.75,4.75,,,
A6467,11496703082133858,11/2/20,20014412,L,1,A6467,16.3,16.25,2.45,9.05,4.75,4.75,,,
A6468,11363838388921001,11/24/20,20002642,P,1,A6468,18.47,18.59,2.77,6.84,8.98,8.98,,,
A6469,11238884983475404,11/18/20,20002282,Q,1,A6469,11.18,11.29,0.89,4.05,8.98,6.35,,,
A6470,11149068989256209,11/27/20,20022532,L,1,A6470,21.73,23.12,3.26,12.87,6.99,6.99,,,
A6471,11101954363916206,11/24/20,20021569,L,3,A6471,64.56,56.29,9.69,38.61,7.99,7.99,,,
A6472,11293464686914617,11/13/20,20017314,D,6,A6472,108.23,156.28,16.23,79.2,60.85,60.85,,,
A6473,11242961496173039,11/19/20,20019249,L,3,A6473,94.29,85.07,14.13,65.19,5.75,5.75,,,
A6474,11335138409334615,11/25/20,20022106,L,1,A6474,15.95,13.8,0,9.05,4.75,4.75,,,
A6475,11177489781653012,11/15/20,20017939,L,12,A6475,33.98,32.42,5.1,20.33,6.99,6.99,,,
A6476,11298190139029018,11/5/20,20015261,L,1,A6476,42.34,41.47,6.35,29.37,5.75,5.75,,,
A6477,11314994890977047,11/9/20,20016568,L,24,A6477,76.24,70,11.44,49.06,9.5,9.5,,,
A6478,11423831011500223,11/6/20,20015490,L,1,A6478,60.67,39.5,9.1,24.65,5.75,5.75,,,
A6479,11251858131378608,11/5/20,20015096,L,12,A6479,37.93,37.72,5.69,24.53,7.5,7.5,,,
A6480,11240083978281816,11/24/20,20021530,L,1,A6480,32.2,31.31,4.83,21.73,4.75,4.75,,,
A6481,11460101305929825,11/5/20,20015312,L,12,A6481,54.76,40.24,8.21,24.53,7.5,7.5,,,
A6482,11213321161665864,11/5/20,20015283,L,12,A6482,42.76,42.29,6.41,27.13,8.75,8.75,,,
A6483,11241644323165866,11/24/20,20002637,Q,1,A6483,13.23,11.46,1.06,4.05,7.77,6.35,,,
A6484,11222741698437827,11/22/20,20002568,P,1,A6484,24.38,19.48,3.66,6.84,8.98,8.98,,,
A6485,11142349914531461,11/24/20,20021467,L,1,A6485,39.52,37.43,5.93,25.75,5.75,5.75,,,
A6486,11346203270061002,11/17/20,20018564,J,1,A6486,46.02,46.09,6.9,31,8.19,8.19,,,
A6487,11483882123745059,11/15/20,20002166,Q,1,A6487,20.72,19.24,3.15,7.11,8.98,8.98,,,
A6488,11438928709389846,11/7/20,20016026,L,1,A6488,35.45,35.72,5.32,24.65,5.75,5.75,,,
A6489,11471521093309860,11/15/20,20017769,L,12,A6489,33.98,32.42,5.1,20.33,6.99,6.99,,,
A6490,11248302212374612,11/24/20,20021291,L,4,A6490,128.76,111.99,19.32,86.92,5.75,5.75,,,
A6491,11260185227862621,11/10/20,20016751,L,1,A6491,31.1,31.15,4.67,21.73,4.75,4.75,,,
A6492,11443718246281066,11/25/20,20022075,L,12,A6492,43.39,35.88,0,27.13,8.75,8.75,,,
A6493,11144522790829841,11/7/20,20015823,L,1,A6493,47.27,37.49,7.09,24.65,5.75,5.75,,,
A6494,11172391641863404,11/24/20,20021522,L,1,A6494,32.2,31.31,4.83,21.73,4.75,4.75,,,
A6495,11291100613812262,11/3/20,20014653,L,12,A6495,40.82,38.15,6.12,24.53,7.5,7.5,,,
A6496,11270703805080233,11/14/20,20017522,L,6,A6496,28.88,25.39,4.34,15.3,5.75,5.75,,,
A6497,11478327630135458,11/18/20,20018908,L,12,A6497,38.83,37.85,5.82,24.53,7.5,7.5,,,
A6498,11218447622579453,11/12/20,20002026,Q,3,A6498,92.52,61.93,13.89,38.52,9.17,9.52,,,
A6499,11194938234249810,11/23/20,20020785,L,1,A6499,32.2,31.31,4.83,21.73,4.75,4.75,,,
A6500,11421500760889836,11/28/20,20023081,J,1,A6500,35.32,29.44,5.3,16,8.14,8.14,,,
A6501,11285516752211404,11/8/20,20016155,L,12,A6501,33.98,32.42,5.1,20.33,6.99,6.99,,,
A6502,11101539819845819,11/10/20,20016786,L,1,A6502,32.15,31.3,4.82,21.73,4.75,4.75,,,
A6503,11132650711526649,11/7/20,20015993,J,1,A6503,16.66,33.29,2.5,21.97,8.82,8.82,,,
A6504,11269948030214605,11/9/20,20016614,J,2,A6504,153.54,149.84,23.04,114.56,12.24,12.24,,,
A6505,11487891133568239,11/8/20,20016088,L,12,A6505,33.98,32.42,5.1,20.33,6.99,6.99,,,
A6506,11409638209418629,11/21/20,20020164,L,1,A6506,32.19,31.31,4.83,21.73,4.75,4.75,,,
A6507,11168072246196214,11/8/20,20016105,L,1,A6507,35.45,35.72,5.32,24.65,5.75,5.75,,,
A6508,11229108059353068,11/3/20,20014609,L,12,A6508,40.6,41.97,6.09,27.13,8.75,8.75,,,
A6509,11182667761321064,11/14/20,20017472,L,3,A6509,14.44,14.57,2.17,7.65,4.75,4.75,,,
A6510,11181679651639422,11/16/20,20018027,L,12,A6510,44,42.48,6.6,27.13,8.75,8.75,,,
A6511,11282403017747416,11/20/20,20019451,J,1,A6511,35.6,36.13,5.34,21.97,8.82,8.82,,,
A6512,11482319140872215,11/23/20,20020795,L,12,A6512,120.95,102.73,18.14,74.6,9.99,9.99,,,
A6513,11295439836109044,11/6/20,20001770,Q,1,A6513,42.09,91.76,3.37,78.46,8.98,9.93,,,
A6514,11374708127034658,11/26/20,20021889,L,3,A6514,14.57,14.59,2.19,7.65,4.75,4.75,,,
A6515,11193990977285851,11/24/20,20021262,L,1,A6515,32.19,31.31,4.83,21.73,4.75,4.75,,,
A6516,11310354041349806,11/8/20,20016099,L,2,A6516,70.9,66.93,10.64,49.3,6.99,6.99,,,
A6517,11340312690557045,11/18/20,20018983,L,1,A6517,39.52,37.43,5.93,25.75,5.75,5.75,,,
A6518,11281309956632212,11/30/20,20024790,J,1,A6518,76.39,77.93,11.46,57.28,9.19,9.19,,,
A6519,11303600033203417,11/14/20,20002098,Q,1,A6519,20.72,20.4,3.15,7.11,8.98,10.14,,,
A6520,11332318204990644,11/17/20,20002246,Q,1,A6520,11.18,12.87,0.89,4.05,8.85,7.93,,,
A6521,11140192964239436,11/17/20,20018439,L,12,A6521,33.98,32.42,5.1,20.33,6.99,6.99,,,
A6522,11391444286982614,11/20/20,20019548,L,12,A6522,40.6,41.97,6.09,27.13,8.75,8.75,,,
A6523,11278623145348234,11/7/20,20015887,J,1,A6523,16.66,33.29,2.5,21.97,8.82,8.82,,,
A6524,11263656090978620,11/10/20,20016805,L,12,A6524,34.88,32.55,5.23,20.33,6.99,6.99,,,
A6525,11331125842823438,11/5/20,20015264,L,1,A6525,35.45,35.72,5.32,24.65,5.75,5.75,,,
A6526,11150822859507406,11/8/20,20016199,L,1,A6526,47.27,46.29,7.09,33.45,5.75,5.75,,,
A6527,11136837831952218,11/19/20,20019183,L,1,A6527,39.52,37.43,5.93,25.75,5.75,5.75,,,
A6528,11257155787625042,11/8/20,20001880,Q,1,A6528,16.67,30.82,2.5,21.97,8.14,6.35,,,
A6529,11182151983432247,11/15/20,20017876,L,3,A6529,14.43,14.56,2.16,7.65,4.75,4.75,,,
A6530,11274309581247433,11/20/20,20002398,N,1,A6530,48.77,7.32,7.32,0,0,0,,,
A6531,11378927291787437,11/7/20,20015772,L,1,A6531,35.45,35.72,5.32,24.65,5.75,5.75,,,
A6532,11214218554232227,11/26/20,20021833,J,1,A6532,35.33,29.49,5.3,16,8.19,8.19,,,
A6533,11266394397149022,11/18/20,20019031,L,12,A6533,38.12,37.75,5.72,24.53,7.5,7.5,,,
A6534,11167844604810653,11/8/20,20016256,L,12,A6534,38.37,37.79,5.76,24.53,7.5,7.5,,,
A6535,11497419339237069,11/12/20,20001994,Q,4,A6535,15.06,12.61,2.26,4,8.98,6.35,,,
A6536,11226682642890644,11/6/20,8734-11-,G,1,A6536,199.23,202.23,15.94,181.05,5.24,5.24,,,
A6537,11241816624481004,11/6/20,9301-11-,G,1,A6537,128.7,125.22,10.3,109.76,5.16,5.16,,,
A6538,11138614514467456,11/16/20,20002171,Q,12,A6538,33.03,23.72,4.95,11.16,8.98,7.61,,,
A6539,11249565094018649,11/16/20,20002185,Q,1,A6539,14.12,13.67,2.12,5.2,8.14,6.35,,,
A6540,11156330419095445,11/16/20,20002200,Q,5,A6540,11.39,10.46,0.91,2.85,8.98,6.7,,,
A6541,11135423679653036,11/30/20,20024634,J,1,A6541,49.89,50.89,7.48,33.82,9.59,9.59,,,
A6542,11359536553555436,11/30/20,20024315,L,1,A6542,16.2,16.15,2.43,8.97,4.75,4.75,,,
A6543,11145239635145017,11/11/20,20001990,Q,1,A6543,8.93,9.35,0.71,1.98,8.98,6.66,,,
A6544,11457793723483440,11/3/20,20001660,Q,3,A6544,42.09,31.31,6.3,18.66,8.98,6.35,,,
A6545,11444638420893865,11/3/20,20014548,L,1,A6545,16.53,16.28,2.48,9.05,4.75,4.75,,,
A6546,11139278147033009,11/4/20,20001685,Q,1,A6546,29.48,23.61,4.42,12.84,8.51,6.35,,,
A6547,11419397617231418,11/21/20,20019887,L,12,A6547,34.98,32.57,5.25,20.33,6.99,6.99,,,
A6548,11100213229330643,11/24/20,20021634,L,1,A6548,32.22,31.31,4.83,21.73,4.75,4.75,,,
A6549,11486808826407418,11/24/20,20021391,J,1,A6549,35.32,29.49,5.3,16,8.19,8.19,,,
A6550,11457145455973864,11/5/20,20015326,L,12,A6550,37.46,37.65,5.62,24.53,7.5,7.5,,,
A6551,11375146465522638,11/6/20,20001774,Q,1,A6551,46.53,60.36,6.98,33.82,9.79,19.56,,,
A6552,11496189659689001,11/16/20,20018281,L,3,A6552,14.43,14.56,2.16,7.65,4.75,4.75,,,
A6553,11189822298752210,11/12/20,20001994,Q,4,A6553,14.64,15.52,1.17,8,8.98,6.35,,,
A6554,11302428526951429,11/14/20,20002114,Q,12,A6554,44.64,25.53,3.57,10.56,8.98,11.4,,,
A6555,11213109742981854,11/10/20,2236-11-,G,1,A6555,115.65,117.61,9.48,97.89,10.24,10.24,,,
A6556,11444240628805800,11/17/20,20018465,L,6,A6556,28.28,27.18,4.24,15.95,6.99,6.99,,,
A6557,11199689344317016,11/11/20,20001973,Q,1,A6557,29,14.21,4.35,3.51,8.62,6.35,,,
A6558,11163515880722653,11/26/20,20022374,J,1,A6558,1636,1531.3,0,1518.66,12.64,12.64,,,
A6559,11208311526884216,11/19/20,20019398,L,6,A6559,28.28,27.18,4.24,15.95,6.99,6.99,,,
A6560,11420826165941820,11/25/20,20022394,J,1,A6560,50.41,43.41,0,33.82,9.59,9.59,,,
A6561,11245449244683423,11/11/20,20016968,K,2,A6561,1491.98,1456.5,119.36,1325.64,11.5,11.5,,,
A6562,11276377077789855,11/8/20,20016180,L,1,A6562,13.83,13.96,2.07,7.14,4.75,4.75,,,
A6563,11145038467902636,11/17/20,20018527,J,1,A6563,52.02,48.62,4.16,36.23,8.23,8.23,,,
A6564,11134020414888211,11/4/20,20001701,J,1,A6564,2264.36,2272.64,181.15,2080.64,10.85,10.85,,,
A6565,11313271568486602,11/4/20,20014933,J,1,A6565,438.13,434.34,42.05,383.09,9.2,9.2,,,
A6566,11292337767431419,11/18/20,20018808,L,1,A6566,39.52,37.43,5.93,25.75,5.75,5.75,,,
A6567,11199259057986624,11/20/20,20019497,L,1,A6567,39.52,37.43,5.93,25.75,5.75,5.75,,,
A6568,11177603787410646,11/23/20,20021157,L,1,A6568,32.19,31.31,4.83,21.73,4.75,4.75,,,
A6569,11166406440477829,11/8/20,20001839,Q,1,A6569,20.72,16.88,3.11,7.11,8.98,6.66,,,
A6570,11269901856830638,11/21/20,20002567,P,1,A6570,14.78,18.04,2.22,6.84,8.98,8.98,,,
A6571,11325877151987401,11/18/20,20019101,L,1,A6571,39.52,37.43,5.93,25.75,5.75,5.75,,,
A6572,11454556508685869,11/13/20,20002048,Q,3,A6572,89.13,61.42,13.38,38.52,9.17,9.52,,,
A6573,11261286048541060,11/27/20,20022645,L,1,A6573,32.22,31.31,4.83,21.73,4.75,4.75,,,
A6574,11411256669710663,11/23/20,8307-11-,G,5,A6574,174.5,107.4,13.95,82.25,11.2,11.2,,,
A6575,11496137853586642,11/5/20,20015248,L,1,A6575,35.45,35.72,5.32,24.65,5.75,5.75,,,
A6576,11212324154732241,11/27/20,20022471,L,1,A6576,21.73,23.12,3.26,12.87,6.99,6.99,,,
A6577,11411798921827463,11/9/20,20016695,L,12,A6577,38.26,37.77,5.74,24.53,7.5,7.5,,,
A6578,11455456450729052,11/24/20,20021536,L,12,A6578,37.86,37.71,5.68,24.53,7.5,7.5,,,
A6579,11109468642508202,11/30/20,20003108,Q,1,A6579,17.13,19.29,2.57,9.05,9.46,7.67,,,
A6580,11165003915784244,11/16/20,20018044,J,1,A6580,32.27,27,2.58,16,8.42,8.42,,,
A6581,11360227085703443,11/26/20,20021885,L,1,A6581,32.22,31.31,4.83,21.73,4.75,4.75,,,
A6582,11146424910261064,11/14/20,20017497,L,1,A6582,32.17,31.31,4.83,21.73,4.75,4.75,,,
A6583,11112326863280234,11/11/20,20001989,Q,12,A6583,28.42,137.88,4.26,126.96,9.3,6.66,,,
A6584,11239543623614648,11/17/20,20002228,Q,6,A6584,26.57,33.31,3.99,7.08,10.08,22.24,,,
A6585,11473838097220231,11/15/20,20017741,L,1,A6585,32.17,31.31,4.83,21.73,4.75,4.75,,,
A6586,11309809740488223,11/12/20,20002014,Q,6,A6586,26.57,29.38,3.99,7.08,9.57,18.31,,,
A6587,11378528013169823,11/14/20,20017486,L,3,A6587,14.44,14.57,2.17,7.65,4.75,4.75,,,
A6588,11284772106548240,11/28/20,20023390,L,3,A6588,14.73,14.61,2.21,7.65,4.75,4.75,,,
A6589,11316511575264268,11/14/20,20017418,L,1,A6589,32.17,31.31,4.83,21.73,4.75,4.75,,,
A6590,11211560606907468,11/11/20,20001983,Q,1,A6590,13.75,11.62,2.06,3.21,8.98,6.35,,,
A6591,11454827864593069,11/7/20,20001818,Q,1,A6591,28.89,24.78,4.33,12.84,8.98,7.61,,,
A6592,11266302945033003,11/16/20,20018020,L,1,A6592,32.12,31.3,4.82,21.73,4.75,4.75,,,
A6593,11449409050197022,11/6/20,20015338,L,3,A6593,14.5,14.58,2.18,7.65,4.75,4.75,,,
A6594,11174263923531465,11/7/20,20001818,Q,1,A6594,20.72,18.15,3.11,7.11,7.77,7.93,,,
A6595,11157502682425856,11/15/20,20017950,L,1,A6595,39.52,37.43,5.93,25.75,5.75,5.75,,,
A6596,11393202337016226,11/30/20,20024466,L,12,A6596,38.57,37.82,5.79,24.53,7.5,7.5,,,
A6597,11113023256041806,11/14/20,20017429,L,1,A6597,32.17,31.31,4.83,21.73,4.75,4.75,,,
A6598,11280670016501064,11/27/20,20022849,L,1,A6598,39.14,37.37,5.87,25.75,5.75,5.75,,,
A6599,11129764860656256,11/25/20,20002774,Q,1,A6599,111.23,95.27,0,88.92,8.98,6.35,,,
A6600,11471011709621825,11/19/20,20019133,I,1,A6600,26.65,28.42,4,10.99,10.07,11.43,,,
A6601,11218612789312266,11/14/20,20002075,Q,1,A6601,20.72,23.05,3.11,7.11,8.98,12.83,,,
A6602,11394067704421861,11/3/20,20014597,L,3,A6602,14.85,14.63,2.23,7.65,4.75,4.75,,,
A6603,11427618399423445,11/24/20,20021546,L,12,A6603,38.53,37.81,5.78,24.53,7.5,7.5,,,
A6604,11391529975808231,11/26/20,20021844,L,1,A6604,21.52,23.09,3.23,12.87,6.99,6.99,,,
A6605,11205220690528214,11/27/20,20022942,L,1,A6605,16.94,16.34,2.54,9.05,4.75,4.75,,,
A6606,11422582168223405,11/26/20,20021906,L,1,A6606,21.73,23.12,3.26,12.87,6.99,6.99,,,
A6607,11392837479553812,11/12/20,20017128,J,1,A6607,32.44,27.02,2.6,16,8.42,8.42,,,
A6608,11295373592575462,11/24/20,20021360,L,2,A6608,64.38,57.87,9.66,43.46,4.75,4.75,,,
A6609,11244304028341010,11/17/20,20018593,I,1,A6609,28.79,29.23,4.32,13.99,8.92,8.92,,,
A6610,11324572180975421,11/13/20,20017326,I,1,A6610,26.65,28.42,4,10.99,10.07,11.43,,,
A6611,11170169765787456,11/11/20,20001981,Q,24,A6611,29.18,405.11,4.38,393.12,10.74,7.61,,,
A6612,11253250507882638,11/14/20,20002095,Q,3,A6612,20.17,17.58,3.03,4.62,8.98,9.93,,,
A6613,11414885600396256,11/14/20,20002100,Q,12,A6613,64.4,61.83,9.66,20.16,12.96,32.01,,,
A6614,11251126199487463,11/15/20,20017610,L,12,A6614,38.83,37.85,5.82,24.53,7.5,7.5,,,
A6615,11394683215302603,11/19/20,20019186,I,1,A6615,122.6,124.8,9.81,96.99,15.65,16,,,
A6616,11224698023969029,11/16/20,20018012,L,1,A6616,32.12,31.3,4.82,21.73,4.75,4.75,,,
A6617,11438100674601853,11/15/20,20017600,L,3,A6617,14.45,14.57,2.17,7.65,4.75,4.75,,,
A6618,11228536812296249,11/16/20,20018000,I,1,A6618,26.65,28.42,4,10.99,10.07,11.43,,,
A6619,11356814786123461,11/20/20,20019567,J,8,A6619,284.8,238.1,42.72,175.76,19.62,19.62,,,
A6620,11495095408314606,11/24/20,20021456,L,1,A6620,32.2,31.31,4.83,21.73,4.75,4.75,,,
A6621,11394501058365845,11/12/20,20001993,Q,1,A6621,19.29,16.19,2.89,6.64,8.98,6.66,,,
A6622,11147727306715442,11/30/20,20023955,L,1,A6622,17.09,16.36,2.56,9.05,4.75,4.75,,,
A6623,11406467030376214,11/29/20,20023486,L,1,A6623,39.14,37.37,5.87,25.75,5.75,5.75,,,
A6624,11368517847455437,11/27/20,20022873,L,1,A6624,39.14,37.37,5.87,25.75,5.75,5.75,,,
A6625,11477503362746609,11/14/20,20017379,L,2,A6625,63.86,57.79,9.58,43.46,4.75,4.75,,,
A6626,11132796469611468,11/24/20,20021605,J,1,A6626,72.05,76.84,10.81,56.83,9.2,9.2,,,
A6627,11124372167496213,11/15/20,20017582,L,1,A6627,32.17,31.31,4.83,21.73,4.75,4.75,,,
A6628,11340483900786648,11/19/20,20019302,L,1,A6628,31.51,31.21,4.73,21.73,4.75,4.75,,,
A6629,11427463884335405,11/16/20,20017968,L,12,A6629,38.12,37.75,5.72,24.53,7.5,7.5,,,
A6630,11124356297731441,11/14/20,20017351,L,1,A6630,39.52,37.43,5.93,25.75,5.75,5.75,,,
A6631,11235187895182667,11/16/20,20018259,L,1,A6631,32.12,31.3,4.82,21.73,4.75,4.75,,,
A6632,11313694226981013,11/28/20,20022990,L,12,A6632,50.52,49.17,7.58,33.6,7.99,7.99,,,
A6633,11142002688740239,11/30/20,20024075,L,3,A6633,117.42,102.36,17.61,77.25,7.5,7.5,,,
A6634,11303565961696278,11/12/20,20002004,Q,12,A6634,16.8,188.65,2.52,176.28,8.73,9.85,,,
A6635,11144677795373065,11/29/20,20023800,L,12,A6635,50.52,49.17,7.58,33.6,7.99,7.99,,,
A6636,11353796394894662,11/24/20,20021514,L,1,A6636,32.2,31.31,4.83,21.73,4.75,4.75,,,
A6637,11438752056924259,11/30/20,20003086,Q,1,A6637,14.9,18.04,2.27,9.05,8.98,6.72,,,
A6638,11257765915953829,11/9/20,20016441,L,1,A6638,30.79,31.1,4.62,21.73,4.75,4.75,,,
